year,sc_gid,sc_point_gid,latitude,longitude,region,class,bin,supply_curve_cost_per_mw,built_capacity,investment_bool
2028,30981,52493,36.397,-115.334,p13,6,1,3749.270555481093,1869.9711890625,1
2028,31250,52874,36.321,-115.174,p13,6,1,5761.288451458102,882.6764049278836,1
2028,30723,52118,36.591,-114.695,p13,6,2,7019.509746893571,825.4502710139823,1
2028,32067,54009,35.931999999999995,-115.753,p13,6,20,104848.59785039046,10.0,0
2028,10206,25141,43.442,-116.356,p15,4,1,1040.8784565595813,200.0,0
2028,15144,31618,42.145,-113.356,p16,4,1,993.8409668001392,40.0,0
2028,6903,19848,45.292,-112.702,p17,3,1,4558.926033097982,80.0,0
2028,2571,12209,46.402,-119.374,p2,3,1,997.0629985137956,150.0,0
2028,6448,19117,45.915,-108.25,p20,3,1,2621.2172658440422,80.0,0
2028,17209,34299,41.81,-110.123,p21,4,1,1387.431671026059,92.0,0
2028,12218,27880,43.928,-104.316,p23,4,1,6610.005330806842,0.1082518260575398,0
2028,31287,52917,37.042,-109.397,p25,6,1,9706.418830448572,2729.0530448212585,1
2028,22430,40761,40.197,-109.475,p26,5,1,9845.12119820366,57.59999999999991,0
2028,36357,59722,34.735,-113.656,p27,6,1,3204.978219070488,1005.149694772186,1
2028,38238,62379,34.001999999999995,-113.872,p28,6,1,1103.4691319312185,3170.002584375,1
2028,41408,66940,32.854,-113.455,p28,6,1,1108.587671784888,338.5348585254005,1
2028,41906,67692,32.511,-114.419,p28,7,1,21504.362873535043,3198.04076923077,0
2028,41910,67696,32.586,-113.914,p28,7,2,30408.69178693542,3126.61692307692,0
2028,41655,67311,32.589,-114.57,p28,7,3,37706.66538427725,1280.55615384615,0
2028,42159,68073,32.431999999999995,-114.268,p28,7,4,38341.063354169935,1900.48864543713,0
2028,33530,55954,36.223,-109.646,p29,6,1,1359.0199170283956,367.56500858505933,1
2028,2391,11831,46.544,-119.104,p3,3,1,2424.219490924944,19.199999999999818,0
2028,44146,71139,32.099000000000004,-110.81,p30,6,1,1571.6761117400213,941.4238422255239,1
2028,45599,73450,31.923,-106.786,p31,7,1,9414.943366517493,1829.0378771074295,0
2028,25383,44596,39.619,-104.335,p33,5,1,4095.333542761631,880.1670877925258,1
2028,31037,52562,37.441,-106.003,p34,5,1,1165.754674214778,1640.847410211413,1
2028,27909,48018,38.759,-103.943,p34,5,2,6230.463320498731,6.699999999999818,0
2028,6639,19412,44.18899999999999,-121.191,p5,4,1,7966.665690031412,643.859644969913,1
2028,46051,74214,31.769,-106.252,p59,7,1,11021.772580640292,517.4448413641962,1
2028,11516,27003,42.077,-121.699,p6,4,1,6484.197259662879,85.75640352096616,1
2028,7792,21335,44.264,-117.582,p7,3,1,4545.954018683905,3.939827110982378,1
2028,12437,28164,42.31,-118.571,p7,4,1,1855.8987812347204,264.0999999999999,0
2028,17140,34226,40.365,-120.549,p8,5,1,3962.8952077144286,37.34335017967783,0
2028,18851,36336,41.885,-89.85700000000001,p80,3,18,40252.40588918568,9.0,0
2028,29654,50558,36.094,-120.106,p9,6,1,7561.286457201259,2525.57139375,0
2028,31498,53216,35.379,-120.129,p9,6,1,15234.556548827522,1280.34725625,0
2028,29152,49797,36.26,-120.305,p9,6,1,16632.579278531695,114.55519615384605,0
2028,29401,50177,36.165,-120.271,p9,6,2,20279.741465094387,1999.4169230769241,0
2028,29913,50937,35.974000000000004,-120.202,p9,6,3,26371.388818113013,252.366223262527,1
2030,1003,8784,47.13,-120.51,p1,3,1,5662.650344010896,15.0,0
2030,33772,56268,34.901,-118.318,p10,6,1,3498.713204010492,2324.646084375,0
2030,31778,53601,35.406,-119.448,p10,6,1,4004.9788897441376,2214.743259375,0
2030,35533,58575,34.894,-114.643,p10,6,1,4023.676633642185,2106.578390625,0
2030,34642,57410,34.659,-117.968,p10,6,1,4038.762729821812,3282.25516875,0
2030,41147,66550,32.763000000000005,-114.746,p10,6,1,4331.6141243845,2814.842896875,1
2030,35247,58195,34.991,-114.669,p10,6,1,4348.509806767816,1341.0877640625,1
2030,33180,55508,35.093,-118.38,p10,6,1,4457.33420790591,1626.02285625,1
2030,32888,55124,35.095,-118.93,p10,6,1,4832.0535246376,2117.9268703125,1
2030,37418,61219,33.895,-116.52,p10,6,1,5026.245558670841,2070.807271875,1
2030,37690,61600,33.819,-116.364,p10,6,1,5131.573760611517,275.3363605769273,1
2030,31501,53219,35.452,-119.74,p10,6,2,6296.722989223394,2351.999278125,1
2030,32319,54361,35.215,-119.383,p10,6,2,6876.343274392178,277.5332192118203,1
2030,34061,56646,34.759,-118.545,p10,6,7,22996.243665644142,21.0,0
2030,41144,66547,32.704,-115.125,p10,7,1,4192.343346306519,909.564615384615,0
2030,41146,66549,32.744,-114.873,p10,7,2,5936.406118444633,1580.89461538462,0
2030,40889,66168,32.821,-115.025,p10,7,3,12943.056893811929,1481.135384615389,0
2030,40617,65781,32.777,-115.935,p10,7,4,22151.425927789965,1465.6,0
2030,50755,85807,28.392,-82.251,p101,5,12,38317.706447198696,25.0,0
2030,40610,65772,32.586,-117.068,p11,5,1,106822.07436220325,30.5415384615385,1
2030,38773,63114,33.305,-117.015,p11,5,2,113733.88656281086,93.6823076923077,1
2030,38772,63113,33.283,-117.141,p11,5,3,139930.22555828234,71.8169230769231,1
2030,39322,63873,33.09,-117.084,p11,5,4,145659.47767606625,35.4569230769231,1
2030,39049,63496,33.251999999999995,-116.733,p11,6,1,5548.73594315184,716.37937734375,0
2030,40879,66158,32.617,-116.286,p11,6,1,31876.9879847924,49.89908419471101,0
2030,40880,66159,32.638000000000005,-116.16,p11,6,2,38561.12672956741,220.384615384615,0
2030,40611,65773,32.607,-116.942,p11,6,3,42790.13974432775,102.455634375,0
2030,40878,66157,32.596,-116.412,p11,6,3,52334.51179805403,81.650519471154,0
2030,39598,64260,33.143,-116.17,p11,6,4,61226.68874174034,520.18560703125,0
2030,40613,65776,32.672,-116.565,p11,6,4,62653.94896595503,11.766700661058053,0
2030,39328,63879,33.219,-116.325,p11,6,5,64071.94587920848,63.8030769230769,0
2030,40615,65778,32.714,-116.313,p11,6,6,65327.01192005005,396.939230769231,0
2030,39595,64256,33.059,-116.677,p11,6,7,69490.48854743043,76.79654296874997,0
2030,39856,64634,32.919000000000004,-116.901,p11,6,7,77466.27713211298,97.774435546875,0
2030,39047,63494,33.208,-116.986,p11,6,7,93138.69242585512,117.68517533052882,1
2030,39593,64254,33.015,-116.929,p11,6,8,98357.8973678994,420.502307692308,1
2030,39051,63499,33.315,-116.352,p11,6,9,114953.91644650113,142.0416,1
2030,40877,66156,32.575,-116.538,p11,6,9,121272.96535332467,8.684553846154017,1
2030,39860,64640,33.046,-116.143,p11,6,10,134169.8221878848,294.784615384615,1
2030,39050,63497,33.273,-116.606,p11,6,11,136740.85748476034,281.90980546875,1
2030,39325,63876,33.155,-116.705,p11,6,11,138945.70883998094,15.182502223558004,1
2030,39323,63874,33.111999999999995,-116.958,p11,6,12,160212.99485881618,244.339230769231,1
2030,39596,64257,33.08,-116.55,p11,6,13,177141.44204501747,355.3741160156249,1
2030,40874,66153,32.511,-116.914,p11,6,13,202770.58222900025,45.7839369140625,1
2030,40612,65775,32.65,-116.691,p11,6,13,220078.69496798277,25.192716301081596,1
2030,40360,65398,32.811,-116.341,p11,7,1,220302.89054886048,32.0123076923077,1
2030,28650,49078,37.36,-114.911,p12,6,1,1156.0733544655063,3025.75955625,1
2030,25313,44502,38.178,-117.429,p12,6,1,2083.233684307808,476.5999274836299,1
2030,31252,52876,36.36,-114.908,p13,6,1,2338.8171989892207,1495.627790625,0
2030,30981,52493,36.397,-115.334,p13,6,1,3749.270555481093,1869.9711890625,0
2030,31250,52874,36.321,-115.174,p13,6,1,5761.288451458102,882.6764049278836,0
2030,30723,52118,36.591,-114.695,p13,6,2,7019.509746893571,884.5783753526357,1
2030,32067,54009,35.931999999999995,-115.753,p13,6,20,104848.59785039046,10.0,0
2030,10206,25141,43.442,-116.356,p15,4,1,1040.8784565595813,200.0,0
2030,15144,31618,42.145,-113.356,p16,4,1,993.8409668001392,40.0,0
2030,6903,19848,45.292,-112.702,p17,3,1,4558.926033097982,80.0,0
2030,2571,12209,46.402,-119.374,p2,3,1,997.0629985137956,2783.12066972796,1
2030,6448,19117,45.915,-108.25,p20,3,1,2621.2172658440422,80.0,0
2030,17209,34299,41.81,-110.123,p21,4,1,1387.431671026059,92.0,0
2030,12218,27880,43.928,-104.316,p23,4,1,6610.005330806842,48.736557367909654,1
2030,31287,52917,37.042,-109.397,p25,6,1,9706.418830448572,2839.43930625,1
2030,29938,50984,36.993,-113.97,p25,6,1,11882.395146043633,0.6411637976675593,1
2030,22430,40761,40.197,-109.475,p26,5,1,9845.12119820366,181.60004237890985,1
2030,36357,59722,34.735,-113.656,p27,6,1,3204.978219070488,1298.7693871378328,1
2030,38238,62379,34.001999999999995,-113.872,p28,6,1,1103.4691319312185,3170.002584375,0
2030,41408,66940,32.854,-113.455,p28,6,1,1108.587671784888,792.2191157422294,1
2030,41906,67692,32.511,-114.419,p28,7,1,21504.362873535043,3198.04076923077,0
2030,41910,67696,32.586,-113.914,p28,7,2,30408.69178693542,3126.61692307692,0
2030,41655,67311,32.589,-114.57,p28,7,3,37706.66538427725,1280.55615384615,0
2030,42159,68073,32.431999999999995,-114.268,p28,7,4,38341.063354169935,1900.48864543713,0
2030,33530,55954,36.223,-109.646,p29,6,1,1359.0199170283956,412.93106958569706,1
2030,2391,11831,46.544,-119.104,p3,3,1,2424.219490924944,19.199999999999818,0
2030,44146,71139,32.099000000000004,-110.81,p30,6,1,1571.6761117400213,1839.4859065634619,1
2030,45599,73450,31.923,-106.786,p31,7,1,9414.943366517493,1829.0378771074295,0
2030,25383,44596,39.619,-104.335,p33,5,1,4095.333542761631,2409.1684615384656,1
2030,25101,44216,39.716,-104.347,p33,5,2,4535.272679749255,643.197242957141,1
2030,31037,52562,37.441,-106.003,p34,5,1,1165.754674214778,1716.758333600499,1
2030,27909,48018,38.759,-103.943,p34,5,2,6230.463320498731,6.699999999999818,0
2030,6639,19412,44.18899999999999,-121.191,p5,4,1,7966.665690031412,778.1419679242258,1
2030,46664,75355,31.483,-106.085,p59,6,1,1035.5750532978248,191.08863430123984,1
2030,46051,74214,31.769,-106.252,p59,7,1,11021.772580640292,626.8476923076912,1
2030,11516,27003,42.077,-121.699,p6,4,1,6484.197259662879,117.98761976807032,1
2030,7792,21335,44.264,-117.582,p7,3,1,4545.954018683905,4.523435340299443,1
2030,12437,28164,42.31,-118.571,p7,4,1,1855.8987812347204,264.0999999999999,0
2030,17140,34226,40.365,-120.549,p8,5,1,3962.8952077144286,130.68029555637168,1
2030,18851,36336,41.885,-89.85700000000001,p80,3,18,40252.40588918568,9.0,0
2030,29654,50558,36.094,-120.106,p9,6,1,7561.286457201259,2525.57139375,0
2030,31498,53216,35.379,-120.129,p9,6,1,15234.556548827522,1280.34725625,0
2030,29152,49797,36.26,-120.305,p9,6,1,16632.579278531695,114.55519615384605,0
2030,29401,50177,36.165,-120.271,p9,6,2,20279.741465094387,1999.4169230769241,0
2030,29913,50937,35.974000000000004,-120.202,p9,6,3,26371.388818113013,1110.403434375,1
2030,30429,51694,35.709,-120.525,p9,6,3,30406.8604160348,465.86165976562495,1
2030,30428,51693,35.684,-120.655,p9,6,3,32522.887559317067,399.0910597055321,1
2030,29400,50176,36.14,-120.402,p9,6,4,34545.28929641229,785.944615384615,1
2030,31499,53217,35.403,-120.0,p9,6,5,34750.19497859873,2102.2989328125,1
2030,29914,50938,35.999,-120.072,p9,6,5,36632.733915281584,309.3649133413501,1
2030,30434,51699,35.833,-119.874,p9,6,6,37332.822823098286,1482.04638937013,1
2032,1003,8784,47.13,-120.51,p1,3,1,5662.650344010896,15.0,0
2032,33772,56268,34.901,-118.318,p10,6,1,3498.713204010492,2324.646084375,0
2032,31778,53601,35.406,-119.448,p10,6,1,4004.9788897441376,2214.743259375,0
2032,35533,58575,34.894,-114.643,p10,6,1,4023.676633642185,2106.578390625,0
2032,34642,57410,34.659,-117.968,p10,6,1,4038.762729821812,3282.25516875,0
2032,41147,66550,32.763000000000005,-114.746,p10,6,1,4331.6141243845,2814.842896875,0
2032,35247,58195,34.991,-114.669,p10,6,1,4348.509806767816,1341.0877640625,0
2032,33180,55508,35.093,-118.38,p10,6,1,4457.33420790591,1626.02285625,0
2032,32888,55124,35.095,-118.93,p10,6,1,4832.0535246376,2117.9268703125,0
2032,37418,61219,33.895,-116.52,p10,6,1,5026.245558670841,2070.807271875,0
2032,37690,61600,33.819,-116.364,p10,6,1,5131.573760611517,275.3363605769273,0
2032,31501,53219,35.452,-119.74,p10,6,2,6296.722989223394,2351.999278125,0
2032,32319,54361,35.215,-119.383,p10,6,2,6876.343274392178,1628.519428125,1
2032,35802,58937,34.43,-116.948,p10,6,2,6978.66177536826,1022.3611221221004,1
2032,34061,56646,34.759,-118.545,p10,6,7,22996.243665644142,21.0,0
2032,41144,66547,32.704,-115.125,p10,7,1,4192.343346306519,909.564615384615,0
2032,41146,66549,32.744,-114.873,p10,7,2,5936.406118444633,1580.89461538462,0
2032,40889,66168,32.821,-115.025,p10,7,3,12943.056893811929,1481.135384615389,0
2032,40617,65781,32.777,-115.935,p10,7,4,22151.425927789965,1641.523076923078,1
2032,50755,85807,28.392,-82.251,p101,5,12,38317.706447198696,25.0,0
2032,40610,65772,32.586,-117.068,p11,5,1,106822.07436220325,30.5415384615385,0
2032,38773,63114,33.305,-117.015,p11,5,2,113733.88656281086,93.6823076923077,0
2032,38772,63113,33.283,-117.141,p11,5,3,139930.22555828234,71.8169230769231,0
2032,39322,63873,33.09,-117.084,p11,5,4,145659.47767606625,35.4569230769231,0
2032,39049,63496,33.251999999999995,-116.733,p11,6,1,5548.73594315184,716.37937734375,0
2032,40879,66158,32.617,-116.286,p11,6,1,31876.9879847924,49.89908419471101,0
2032,40880,66159,32.638000000000005,-116.16,p11,6,2,38561.12672956741,220.384615384615,0
2032,40611,65773,32.607,-116.942,p11,6,3,42790.13974432775,102.455634375,0
2032,40878,66157,32.596,-116.412,p11,6,3,52334.51179805403,81.650519471154,0
2032,39598,64260,33.143,-116.17,p11,6,4,61226.68874174034,520.18560703125,0
2032,40613,65776,32.672,-116.565,p11,6,4,62653.94896595503,11.766700661058053,0
2032,39328,63879,33.219,-116.325,p11,6,5,64071.94587920848,63.8030769230769,0
2032,40615,65778,32.714,-116.313,p11,6,6,65327.01192005005,396.939230769231,0
2032,39595,64256,33.059,-116.677,p11,6,7,69490.48854743043,76.79654296874997,0
2032,39856,64634,32.919000000000004,-116.901,p11,6,7,77466.27713211298,97.774435546875,0
2032,39047,63494,33.208,-116.986,p11,6,7,93138.69242585512,117.68517533052882,0
2032,39593,64254,33.015,-116.929,p11,6,8,98357.8973678994,420.502307692308,0
2032,39051,63499,33.315,-116.352,p11,6,9,114953.91644650113,142.0416,0
2032,40877,66156,32.575,-116.538,p11,6,9,121272.96535332467,8.684553846154017,0
2032,39860,64640,33.046,-116.143,p11,6,10,134169.8221878848,294.784615384615,0
2032,39050,63497,33.273,-116.606,p11,6,11,136740.85748476034,281.90980546875,0
2032,39325,63876,33.155,-116.705,p11,6,11,138945.70883998094,15.182502223558004,0
2032,39323,63874,33.111999999999995,-116.958,p11,6,12,160212.99485881618,244.339230769231,0
2032,39596,64257,33.08,-116.55,p11,6,13,177141.44204501747,355.3741160156249,0
2032,40874,66153,32.511,-116.914,p11,6,13,202770.58222900025,45.7839369140625,0
2032,40612,65775,32.65,-116.691,p11,6,13,220078.69496798277,25.192716301081596,0
2032,40360,65398,32.811,-116.341,p11,7,1,220302.89054886048,32.0123076923077,0
2032,28650,49078,37.36,-114.911,p12,6,1,1156.0733544655063,3025.75955625,0
2032,25313,44502,38.178,-117.429,p12,6,1,2083.233684307808,517.9716484521109,1
2032,31252,52876,36.36,-114.908,p13,6,1,2338.8171989892207,1495.627790625,0
2032,30981,52493,36.397,-115.334,p13,6,1,3749.270555481093,1869.9711890625,0
2032,31250,52874,36.321,-115.174,p13,6,1,5761.288451458102,882.6764049278836,0
2032,30723,52118,36.591,-114.695,p13,6,2,7019.509746893571,2415.5257431641257,1
2032,32067,54009,35.931999999999995,-115.753,p13,6,20,104848.59785039046,10.0,0
2032,10206,25141,43.442,-116.356,p15,4,1,1040.8784565595813,200.0,0
2032,15144,31618,42.145,-113.356,p16,4,1,993.8409668001392,40.0,0
2032,6903,19848,45.292,-112.702,p17,3,1,4558.926033097982,80.0,0
2032,2571,12209,46.402,-119.374,p2,3,1,997.0629985137956,2783.12066972796,0
2032,6448,19117,45.915,-108.25,p20,3,1,2621.2172658440422,80.0,0
2032,17209,34299,41.81,-110.123,p21,4,1,1387.431671026059,92.0,0
2032,12218,27880,43.928,-104.316,p23,4,1,6610.005330806842,48.736557367909654,0
2032,31287,52917,37.042,-109.397,p25,6,1,9706.418830448572,2839.43930625,0
2032,29938,50984,36.993,-113.97,p25,6,1,11882.395146043633,2.4825984398657965,1
2032,22430,40761,40.197,-109.475,p26,5,1,9845.12119820366,181.6203565901917,1
2032,36357,59722,34.735,-113.656,p27,6,1,3204.978219070488,1409.7937366258118,1
2032,38238,62379,34.001999999999995,-113.872,p28,6,1,1103.4691319312185,3170.002584375,0
2032,41408,66940,32.854,-113.455,p28,6,1,1108.587671784888,819.7126124954029,1
2032,41906,67692,32.511,-114.419,p28,7,1,21504.362873535043,3198.04076923077,0
2032,41910,67696,32.586,-113.914,p28,7,2,30408.69178693542,3126.61692307692,0
2032,41655,67311,32.589,-114.57,p28,7,3,37706.66538427725,1280.55615384615,0
2032,42159,68073,32.431999999999995,-114.268,p28,7,4,38341.063354169935,1900.48864543713,0
2032,33530,55954,36.223,-109.646,p29,6,1,1359.0199170283956,523.992496509306,1
2032,2391,11831,46.544,-119.104,p3,3,1,2424.219490924944,19.199999999999818,0
2032,44146,71139,32.099000000000004,-110.81,p30,6,1,1571.6761117400213,2225.649403125,1
2032,43421,69997,32.361,-111.124,p30,6,1,3979.4861940580513,332.3693232012889,1
2032,45599,73450,31.923,-106.786,p31,7,1,9414.943366517493,2474.2615100334406,1
2032,25383,44596,39.619,-104.335,p33,5,1,4095.333542761631,2409.1684615384656,0
2032,25101,44216,39.716,-104.347,p33,5,2,4535.272679749255,643.197242957141,0
2032,31037,52562,37.441,-106.003,p34,5,1,1165.754674214778,1716.758333600499,0
2032,27909,48018,38.759,-103.943,p34,5,2,6230.463320498731,6.699999999999818,0
2032,6639,19412,44.18899999999999,-121.191,p5,4,1,7966.665690031412,790.1222610000273,1
2032,46664,75355,31.483,-106.085,p59,6,1,1035.5750532978248,589.7690620491217,1
2032,46051,74214,31.769,-106.252,p59,7,1,11021.772580640292,626.8476923076912,0
2032,11516,27003,42.077,-121.699,p6,4,1,6484.197259662879,117.98761976807032,0
2032,7792,21335,44.264,-117.582,p7,3,1,4545.954018683905,4.917605356375589,1
2032,12437,28164,42.31,-118.571,p7,4,1,1855.8987812347204,264.0999999999999,0
2032,17140,34226,40.365,-120.549,p8,5,1,3962.8952077144286,130.68029555637168,0
2032,18851,36336,41.885,-89.85700000000001,p80,3,18,40252.40588918568,9.0,0
2032,29654,50558,36.094,-120.106,p9,6,1,7561.286457201259,2525.57139375,0
2032,31498,53216,35.379,-120.129,p9,6,1,15234.556548827522,1280.34725625,0
2032,29152,49797,36.26,-120.305,p9,6,1,16632.579278531695,114.55519615384605,0
2032,29401,50177,36.165,-120.271,p9,6,2,20279.741465094387,1999.4169230769241,0
2032,29913,50937,35.974000000000004,-120.202,p9,6,3,26371.388818113013,1110.403434375,0
2032,30429,51694,35.709,-120.525,p9,6,3,30406.8604160348,465.86165976562495,0
2032,30428,51693,35.684,-120.655,p9,6,3,32522.887559317067,399.0910597055321,0
2032,29400,50176,36.14,-120.402,p9,6,4,34545.28929641229,785.944615384615,0
2032,31499,53217,35.403,-120.0,p9,6,5,34750.19497859873,2102.2989328125,0
2032,29914,50938,35.999,-120.072,p9,6,5,36632.733915281584,309.3649133413501,0
2032,30434,51699,35.833,-119.874,p9,6,6,37332.822823098286,1482.04638937013,0
2034,1003,8784,47.13,-120.51,p1,3,1,5662.650344010896,15.0,0
2034,33772,56268,34.901,-118.318,p10,6,1,3498.713204010492,2324.646084375,0
2034,31778,53601,35.406,-119.448,p10,6,1,4004.9788897441376,2214.743259375,0
2034,35533,58575,34.894,-114.643,p10,6,1,4023.676633642185,2106.578390625,0
2034,34642,57410,34.659,-117.968,p10,6,1,4038.762729821812,3282.25516875,0
2034,41147,66550,32.763000000000005,-114.746,p10,6,1,4331.6141243845,2814.842896875,0
2034,35247,58195,34.991,-114.669,p10,6,1,4348.509806767816,1341.0877640625,0
2034,33180,55508,35.093,-118.38,p10,6,1,4457.33420790591,1626.02285625,0
2034,32888,55124,35.095,-118.93,p10,6,1,4832.0535246376,2117.9268703125,0
2034,37418,61219,33.895,-116.52,p10,6,1,5026.245558670841,2070.807271875,0
2034,37690,61600,33.819,-116.364,p10,6,1,5131.573760611517,275.3363605769273,0
2034,31501,53219,35.452,-119.74,p10,6,2,6296.722989223394,2351.999278125,0
2034,32319,54361,35.215,-119.383,p10,6,2,6876.343274392178,1628.519428125,0
2034,35802,58937,34.43,-116.948,p10,6,2,6978.66177536826,1271.017321875,1
2034,33474,55889,35.02,-118.22,p10,6,2,7200.726285031511,322.2676540471043,1
2034,34061,56646,34.759,-118.545,p10,6,7,22996.243665644142,21.0,0
2034,41144,66547,32.704,-115.125,p10,7,1,4192.343346306519,909.564615384615,0
2034,41146,66549,32.744,-114.873,p10,7,2,5936.406118444633,1580.89461538462,0
2034,40889,66168,32.821,-115.025,p10,7,3,12943.056893811929,1481.135384615389,0
2034,40617,65781,32.777,-115.935,p10,7,4,22151.425927789965,1641.523076923078,0
2034,50755,85807,28.392,-82.251,p101,5,12,38317.706447198696,25.0,0
2034,40610,65772,32.586,-117.068,p11,5,1,106822.07436220325,30.5415384615385,0
2034,38773,63114,33.305,-117.015,p11,5,2,113733.88656281086,93.6823076923077,0
2034,38772,63113,33.283,-117.141,p11,5,3,139930.22555828234,71.8169230769231,0
2034,39322,63873,33.09,-117.084,p11,5,4,145659.47767606625,35.4569230769231,0
2034,39049,63496,33.251999999999995,-116.733,p11,6,1,5548.73594315184,716.37937734375,0
2034,40879,66158,32.617,-116.286,p11,6,1,31876.9879847924,49.89908419471101,0
2034,40880,66159,32.638000000000005,-116.16,p11,6,2,38561.12672956741,220.384615384615,0
2034,40611,65773,32.607,-116.942,p11,6,3,42790.13974432775,102.455634375,0
2034,40878,66157,32.596,-116.412,p11,6,3,52334.51179805403,81.650519471154,0
2034,39598,64260,33.143,-116.17,p11,6,4,61226.68874174034,520.18560703125,0
2034,40613,65776,32.672,-116.565,p11,6,4,62653.94896595503,11.766700661058053,0
2034,39328,63879,33.219,-116.325,p11,6,5,64071.94587920848,63.8030769230769,0
2034,40615,65778,32.714,-116.313,p11,6,6,65327.01192005005,396.939230769231,0
2034,39595,64256,33.059,-116.677,p11,6,7,69490.48854743043,76.79654296874997,0
2034,39856,64634,32.919000000000004,-116.901,p11,6,7,77466.27713211298,97.774435546875,0
2034,39047,63494,33.208,-116.986,p11,6,7,93138.69242585512,117.68517533052882,0
2034,39593,64254,33.015,-116.929,p11,6,8,98357.8973678994,420.502307692308,0
2034,39051,63499,33.315,-116.352,p11,6,9,114953.91644650113,142.0416,0
2034,40877,66156,32.575,-116.538,p11,6,9,121272.96535332467,8.684553846154017,0
2034,39860,64640,33.046,-116.143,p11,6,10,134169.8221878848,294.784615384615,0
2034,39050,63497,33.273,-116.606,p11,6,11,136740.85748476034,281.90980546875,0
2034,39325,63876,33.155,-116.705,p11,6,11,138945.70883998094,15.182502223558004,0
2034,39323,63874,33.111999999999995,-116.958,p11,6,12,160212.99485881618,244.339230769231,0
2034,39596,64257,33.08,-116.55,p11,6,13,177141.44204501747,355.3741160156249,0
2034,40874,66153,32.511,-116.914,p11,6,13,202770.58222900025,45.7839369140625,0
2034,40612,65775,32.65,-116.691,p11,6,13,220078.69496798277,25.192716301081596,0
2034,40360,65398,32.811,-116.341,p11,7,1,220302.89054886048,32.0123076923077,0
2034,28650,49078,37.36,-114.911,p12,6,1,1156.0733544655063,3025.75955625,0
2034,25313,44502,38.178,-117.429,p12,6,1,2083.233684307808,1108.457862744382,1
2034,31252,52876,36.36,-114.908,p13,6,1,2338.8171989892207,1495.627790625,0
2034,30981,52493,36.397,-115.334,p13,6,1,3749.270555481093,1869.9711890625,0
2034,31250,52874,36.321,-115.174,p13,6,1,5761.288451458102,882.6764049278836,0
2034,30723,52118,36.591,-114.695,p13,6,2,7019.509746893571,2578.989230769229,1
2034,32627,54775,35.859,-114.906,p13,6,3,7070.663760428076,1744.62739407437,1
2034,32067,54009,35.931999999999995,-115.753,p13,6,20,104848.59785039046,10.0,0
2034,10206,25141,43.442,-116.356,p15,4,1,1040.8784565595813,200.0,0
2034,15144,31618,42.145,-113.356,p16,4,1,993.8409668001392,40.0,0
2034,6903,19848,45.292,-112.702,p17,3,1,4558.926033097982,80.0,0
2034,2571,12209,46.402,-119.374,p2,3,1,997.0629985137956,2853.6862902503453,1
2034,6448,19117,45.915,-108.25,p20,3,1,2621.2172658440422,80.0,0
2034,17209,34299,41.81,-110.123,p21,4,1,1387.431671026059,92.0,0
2034,12218,27880,43.928,-104.316,p23,4,1,6610.005330806842,48.736557367909654,0
2034,31287,52917,37.042,-109.397,p25,6,1,9706.418830448572,2839.43930625,0
2034,29938,50984,36.993,-113.97,p25,6,1,11882.395146043633,15.359372513062453,1
2034,22430,40761,40.197,-109.475,p26,5,1,9845.12119820366,181.6203565901917,0
2034,36357,59722,34.735,-113.656,p27,6,1,3204.978219070488,1447.6893441908728,1
2034,38238,62379,34.001999999999995,-113.872,p28,6,1,1103.4691319312185,3170.002584375,0
2034,41408,66940,32.854,-113.455,p28,6,1,1108.587671784888,837.1921441972972,1
2034,41906,67692,32.511,-114.419,p28,7,1,21504.362873535043,3198.04076923077,0
2034,41910,67696,32.586,-113.914,p28,7,2,30408.69178693542,3126.61692307692,0
2034,41655,67311,32.589,-114.57,p28,7,3,37706.66538427725,1280.55615384615,0
2034,42159,68073,32.431999999999995,-114.268,p28,7,4,38341.063354169935,1900.48864543713,0
2034,33530,55954,36.223,-109.646,p29,6,1,1359.0199170283956,523.992496509306,0
2034,2391,11831,46.544,-119.104,p3,3,1,2424.219490924944,19.199999999999818,0
2034,44146,71139,32.099000000000004,-110.81,p30,6,1,1571.6761117400213,2225.649403125,0
2034,43421,69997,32.361,-111.124,p30,6,1,3979.4861940580513,373.22420486996214,1
2034,45599,73450,31.923,-106.786,p31,7,1,9414.943366517493,2474.2615100334406,0
2034,25383,44596,39.619,-104.335,p33,5,1,4095.333542761631,2409.1684615384656,0
2034,25101,44216,39.716,-104.347,p33,5,2,4535.272679749255,643.197242957141,0
2034,31037,52562,37.441,-106.003,p34,5,1,1165.754674214778,1716.758333600499,0
2034,27909,48018,38.759,-103.943,p34,5,2,6230.463320498731,6.699999999999818,0
2034,6639,19412,44.18899999999999,-121.191,p5,4,1,7966.665690031412,803.0022132281088,1
2034,46664,75355,31.483,-106.085,p59,6,1,1035.5750532978248,719.0731461095697,1
2034,46051,74214,31.769,-106.252,p59,7,1,11021.772580640292,626.8476923076912,0
2034,11516,27003,42.077,-121.699,p6,4,1,6484.197259662879,117.98771943472025,0
2034,7792,21335,44.264,-117.582,p7,3,1,4545.954018683905,453.6853011937876,1
2034,12437,28164,42.31,-118.571,p7,4,1,1855.8987812347204,264.0999999999999,0
2034,17140,34226,40.365,-120.549,p8,5,1,3962.8952077144286,144.42757555878256,1
