"Dim1","Dim2","Val"
"PA","2010",1.01611569527668
"PA","2012",1.1861955231736
"PA","2014",0.949699051085719
"PA","2016",1.32516941515284
"PA","2018",1.14531062222222
"PA","2020",1.20311001259226
"PA","2022",0.791881300521572
"PA","2024",0.750725922502381
"PA","2026",0.610781442684772
"PA","2028",0.475398665824525
"PA","2030",0.346526128592516
"PA","2032",0.277808587120028
"PA","2034",0.233180893363351
"PA","2036",0.187316759148575
"PA","2038",0.147290755605837
"PA","2040",0.139146189916473
"PA","2042",0.134119711554898
"PA","2044",0.131551106465746
"PA","2046",0.128971647380479
"PA","2048",0.124324065076662
"PA","2050",0.125337579713535
"MTN","2010",0.476917254797173
"MTN","2012",0.751399999999999
"MTN","2014",0.538089342438953
"MTN","2016",1.15967531492086
"MTN","2018",0.773689716697652
"MTN","2020",1.3366654
"MTN","2022",0.456229574820544
"MTN","2024",0.4557474
"MTN","2026",0.369504974244706
"MTN","2028",0.267276340268811
"MTN","2030",0.188158141129803
"MTN","2032",0.172374544817242
"MTN","2034",0.186434701784116
"MTN","2036",0.15214776797726
"MTN","2038",0.139166450248975
"MTN","2040",0.152292553744572
"MTN","2042",0.175526913595805
"MTN","2044",0.204296162478191
"MTN","2046",0.250213230865533
"MTN","2048",0.286645956916559
"MTN","2050",0.315496631498657
