"Dim1","Val"
"2010",14.575135
"2012",15.274171
"2014",14.575135
"2016",14.176354
"2018",15.028554
"2020",13.457139
"2022",15.169903
"2024",15.169903
"2026",15.015015
"2028",14.712373
"2030",14.417532
"2032",14.417532
"2034",14.417532
"2036",14.417532
"2038",14.417532
"2040",14.417532
"2042",14.417532
"2044",14.417532
"2046",14.417532
"2048",14.417532
"2050",14.417532
