"Dim1","Dim2","Dim3","Dim4"
"RPS_All","hydUND","CA","2024"
"RPS_All","hydUND","CA","2026"
"RPS_All","hydUND","CA","2028"
"RPS_All","hydUND","CA","2030"
"RPS_All","hydUND","CA","2032"
"RPS_All","hydUND","CA","2034"
"RPS_All","hydUND","CA","2036"
"RPS_All","hydUND","CA","2038"
"RPS_All","hydUND","CA","2040"
"RPS_All","hydUND","CA","2042"
"RPS_All","hydUND","CA","2044"
"RPS_All","hydUND","CA","2046"
"RPS_All","hydUND","CA","2048"
"RPS_All","hydUND","CA","2050"
"RPS_All","hydUND","CO","2012"
"RPS_All","hydUND","CO","2014"
"RPS_All","hydUND","CO","2016"
"RPS_All","hydUND","CO","2018"
"RPS_All","hydUND","CO","2020"
"RPS_All","hydUND","CO","2022"
"RPS_All","hydUND","CO","2024"
"RPS_All","hydUND","CO","2026"
"RPS_All","hydUND","CO","2028"
"RPS_All","hydUND","CO","2030"
"RPS_All","hydUND","CO","2032"
"RPS_All","hydUND","CO","2034"
"RPS_All","hydUND","CO","2036"
"RPS_All","hydUND","CO","2038"
"RPS_All","hydUND","CO","2040"
"RPS_All","hydUND","CO","2042"
"RPS_All","hydUND","CO","2044"
"RPS_All","hydUND","CO","2046"
"RPS_All","hydUND","CO","2048"
"RPS_All","hydUND","CO","2050"
"RPS_All","hydUND","ID","2010"
"RPS_All","hydUND","ID","2012"
"RPS_All","hydUND","ID","2014"
"RPS_All","hydUND","ID","2016"
"RPS_All","hydUND","ID","2018"
"RPS_All","hydUND","ID","2020"
"RPS_All","hydUND","ID","2022"
"RPS_All","hydUND","ID","2024"
"RPS_All","hydUND","ID","2026"
"RPS_All","hydUND","ID","2028"
"RPS_All","hydUND","ID","2030"
"RPS_All","hydUND","ID","2032"
"RPS_All","hydUND","ID","2034"
"RPS_All","hydUND","ID","2036"
"RPS_All","hydUND","ID","2038"
"RPS_All","hydUND","ID","2040"
"RPS_All","hydUND","ID","2042"
"RPS_All","hydUND","ID","2044"
"RPS_All","hydUND","ID","2046"
"RPS_All","hydUND","ID","2048"
"RPS_All","hydUND","ID","2050"
"RPS_All","hydUND","MT","2012"
"RPS_All","hydUND","MT","2014"
"RPS_All","hydUND","MT","2016"
"RPS_All","hydUND","MT","2018"
"RPS_All","hydUND","MT","2020"
"RPS_All","hydUND","MT","2022"
"RPS_All","hydUND","MT","2024"
"RPS_All","hydUND","MT","2026"
"RPS_All","hydUND","MT","2028"
"RPS_All","hydUND","MT","2030"
"RPS_All","hydUND","MT","2032"
"RPS_All","hydUND","MT","2034"
"RPS_All","hydUND","MT","2036"
"RPS_All","hydUND","MT","2038"
"RPS_All","hydUND","MT","2040"
"RPS_All","hydUND","MT","2042"
"RPS_All","hydUND","MT","2044"
"RPS_All","hydUND","MT","2046"
"RPS_All","hydUND","MT","2048"
"RPS_All","hydUND","MT","2050"
"RPS_All","hydUND","NM","2012"
"RPS_All","hydUND","NM","2014"
"RPS_All","hydUND","NM","2016"
"RPS_All","hydUND","NM","2018"
"RPS_All","hydUND","NM","2020"
"RPS_All","hydUND","NM","2022"
"RPS_All","hydUND","NM","2024"
"RPS_All","hydUND","NM","2026"
"RPS_All","hydUND","NM","2028"
"RPS_All","hydUND","NM","2030"
"RPS_All","hydUND","NM","2032"
"RPS_All","hydUND","NM","2034"
"RPS_All","hydUND","NM","2036"
"RPS_All","hydUND","NM","2038"
"RPS_All","hydUND","NM","2040"
"RPS_All","hydUND","NM","2042"
"RPS_All","hydUND","NM","2044"
"RPS_All","hydUND","NM","2046"
"RPS_All","hydUND","NM","2048"
"RPS_All","hydUND","NM","2050"
"RPS_All","hydUND","OR","2010"
"RPS_All","hydUND","OR","2012"
"RPS_All","hydUND","OR","2014"
"RPS_All","hydUND","OR","2016"
"RPS_All","hydUND","OR","2018"
"RPS_All","hydUND","OR","2020"
"RPS_All","hydUND","OR","2022"
"RPS_All","hydUND","OR","2024"
"RPS_All","hydUND","OR","2026"
"RPS_All","hydUND","OR","2028"
"RPS_All","hydUND","OR","2030"
"RPS_All","hydUND","OR","2032"
"RPS_All","hydUND","OR","2034"
"RPS_All","hydUND","OR","2036"
"RPS_All","hydUND","OR","2038"
"RPS_All","hydUND","OR","2040"
"RPS_All","hydUND","OR","2042"
"RPS_All","hydUND","OR","2044"
"RPS_All","hydUND","OR","2046"
"RPS_All","hydUND","OR","2048"
"RPS_All","hydUND","OR","2050"
"RPS_All","hydUND","UT","2026"
"RPS_All","hydUND","UT","2028"
"RPS_All","hydUND","UT","2030"
"RPS_All","hydUND","UT","2032"
"RPS_All","hydUND","UT","2034"
"RPS_All","hydUND","UT","2036"
"RPS_All","hydUND","UT","2038"
"RPS_All","hydUND","UT","2040"
"RPS_All","hydUND","UT","2042"
"RPS_All","hydUND","UT","2044"
"RPS_All","hydUND","UT","2046"
"RPS_All","hydUND","UT","2048"
"RPS_All","hydUND","UT","2050"
"RPS_All","hydUND","WA","2012"
"RPS_All","hydUND","WA","2014"
"RPS_All","hydUND","WA","2016"
"RPS_All","hydUND","WA","2018"
"RPS_All","hydUND","WA","2020"
"RPS_All","hydUND","WA","2022"
"RPS_All","hydUND","WA","2024"
"RPS_All","hydUND","WA","2026"
"RPS_All","hydUND","WA","2028"
"RPS_All","hydUND","WA","2030"
"RPS_All","hydUND","WA","2032"
"RPS_All","hydUND","WA","2034"
"RPS_All","hydUND","WA","2036"
"RPS_All","hydUND","WA","2038"
"RPS_All","hydUND","WA","2040"
"RPS_All","hydUND","WA","2042"
"RPS_All","hydUND","WA","2044"
"RPS_All","hydUND","WA","2046"
"RPS_All","hydUND","WA","2048"
"RPS_All","hydUND","WA","2050"
"RPS_All","hydUND","WY","2010"
"RPS_All","hydUND","WY","2012"
"RPS_All","hydUND","WY","2014"
"RPS_All","hydUND","WY","2016"
"RPS_All","hydUND","WY","2018"
"RPS_All","hydUND","WY","2020"
"RPS_All","hydUND","WY","2022"
"RPS_All","hydUND","WY","2024"
"RPS_All","hydUND","WY","2026"
"RPS_All","hydUND","WY","2028"
"RPS_All","hydUND","WY","2030"
"RPS_All","hydUND","WY","2032"
"RPS_All","hydUND","WY","2034"
"RPS_All","hydUND","WY","2036"
"RPS_All","hydUND","WY","2038"
"RPS_All","hydUND","WY","2040"
"RPS_All","hydUND","WY","2042"
"RPS_All","hydUND","WY","2044"
"RPS_All","hydUND","WY","2046"
"RPS_All","hydUND","WY","2048"
"RPS_All","hydUND","WY","2050"
"RPS_All","hydUND","corporate","2010"
"RPS_All","hydUND","corporate","2012"
"RPS_All","hydUND","corporate","2014"
"RPS_All","hydUND","corporate","2016"
"RPS_All","hydUND","corporate","2018"
"RPS_All","hydUND","corporate","2020"
"RPS_All","hydUND","corporate","2022"
"RPS_All","hydUND","corporate","2024"
"RPS_All","hydUND","corporate","2026"
"RPS_All","hydUND","corporate","2028"
"RPS_All","hydUND","corporate","2030"
"RPS_All","hydUND","corporate","2032"
"RPS_All","hydUND","corporate","2034"
"RPS_All","hydUND","corporate","2036"
"RPS_All","hydUND","corporate","2038"
"RPS_All","hydUND","corporate","2040"
"RPS_All","hydUND","corporate","2042"
"RPS_All","hydUND","corporate","2044"
"RPS_All","hydUND","corporate","2046"
"RPS_All","hydUND","corporate","2048"
"RPS_All","hydUND","corporate","2050"
"RPS_All","hydNPND","AZ","2026"
"RPS_All","hydNPND","AZ","2028"
"RPS_All","hydNPND","AZ","2030"
"RPS_All","hydNPND","AZ","2032"
"RPS_All","hydNPND","AZ","2034"
"RPS_All","hydNPND","AZ","2036"
"RPS_All","hydNPND","AZ","2038"
"RPS_All","hydNPND","AZ","2040"
"RPS_All","hydNPND","AZ","2042"
"RPS_All","hydNPND","AZ","2044"
"RPS_All","hydNPND","AZ","2046"
"RPS_All","hydNPND","AZ","2048"
"RPS_All","hydNPND","AZ","2050"
"RPS_All","hydNPND","CA","2026"
"RPS_All","hydNPND","CA","2028"
"RPS_All","hydNPND","CA","2030"
"RPS_All","hydNPND","CA","2032"
"RPS_All","hydNPND","CA","2034"
"RPS_All","hydNPND","CA","2036"
"RPS_All","hydNPND","CA","2038"
"RPS_All","hydNPND","CA","2040"
"RPS_All","hydNPND","CA","2042"
"RPS_All","hydNPND","CA","2044"
"RPS_All","hydNPND","CA","2046"
"RPS_All","hydNPND","CA","2048"
"RPS_All","hydNPND","CA","2050"
"RPS_All","hydNPND","CO","2026"
"RPS_All","hydNPND","CO","2028"
"RPS_All","hydNPND","CO","2030"
"RPS_All","hydNPND","CO","2032"
"RPS_All","hydNPND","CO","2034"
"RPS_All","hydNPND","CO","2036"
"RPS_All","hydNPND","CO","2038"
"RPS_All","hydNPND","CO","2040"
"RPS_All","hydNPND","CO","2042"
"RPS_All","hydNPND","CO","2044"
"RPS_All","hydNPND","CO","2046"
"RPS_All","hydNPND","CO","2048"
"RPS_All","hydNPND","CO","2050"
"RPS_All","hydNPND","ID","2026"
"RPS_All","hydNPND","ID","2028"
"RPS_All","hydNPND","ID","2030"
"RPS_All","hydNPND","ID","2032"
"RPS_All","hydNPND","ID","2034"
"RPS_All","hydNPND","ID","2036"
"RPS_All","hydNPND","ID","2038"
"RPS_All","hydNPND","ID","2040"
"RPS_All","hydNPND","ID","2042"
"RPS_All","hydNPND","ID","2044"
"RPS_All","hydNPND","ID","2046"
"RPS_All","hydNPND","ID","2048"
"RPS_All","hydNPND","ID","2050"
"RPS_All","hydNPND","MT","2026"
"RPS_All","hydNPND","MT","2028"
"RPS_All","hydNPND","MT","2030"
"RPS_All","hydNPND","MT","2032"
"RPS_All","hydNPND","MT","2034"
"RPS_All","hydNPND","MT","2036"
"RPS_All","hydNPND","MT","2038"
"RPS_All","hydNPND","MT","2040"
"RPS_All","hydNPND","MT","2042"
"RPS_All","hydNPND","MT","2044"
"RPS_All","hydNPND","MT","2046"
"RPS_All","hydNPND","MT","2048"
"RPS_All","hydNPND","MT","2050"
"RPS_All","hydNPND","NM","2026"
"RPS_All","hydNPND","NM","2028"
"RPS_All","hydNPND","NM","2030"
"RPS_All","hydNPND","NM","2032"
"RPS_All","hydNPND","NM","2034"
"RPS_All","hydNPND","NM","2036"
"RPS_All","hydNPND","NM","2038"
"RPS_All","hydNPND","NM","2040"
"RPS_All","hydNPND","NM","2042"
"RPS_All","hydNPND","NM","2044"
"RPS_All","hydNPND","NM","2046"
"RPS_All","hydNPND","NM","2048"
"RPS_All","hydNPND","NM","2050"
"RPS_All","hydNPND","OR","2026"
"RPS_All","hydNPND","OR","2028"
"RPS_All","hydNPND","OR","2030"
"RPS_All","hydNPND","OR","2032"
"RPS_All","hydNPND","OR","2034"
"RPS_All","hydNPND","OR","2036"
"RPS_All","hydNPND","OR","2038"
"RPS_All","hydNPND","OR","2040"
"RPS_All","hydNPND","OR","2042"
"RPS_All","hydNPND","OR","2044"
"RPS_All","hydNPND","OR","2046"
"RPS_All","hydNPND","OR","2048"
"RPS_All","hydNPND","OR","2050"
"RPS_All","hydNPND","SD","2026"
"RPS_All","hydNPND","SD","2028"
"RPS_All","hydNPND","SD","2030"
"RPS_All","hydNPND","SD","2032"
"RPS_All","hydNPND","SD","2034"
"RPS_All","hydNPND","SD","2036"
"RPS_All","hydNPND","SD","2038"
"RPS_All","hydNPND","SD","2040"
"RPS_All","hydNPND","SD","2042"
"RPS_All","hydNPND","SD","2044"
"RPS_All","hydNPND","SD","2046"
"RPS_All","hydNPND","SD","2048"
"RPS_All","hydNPND","SD","2050"
"RPS_All","hydNPND","TX","2026"
"RPS_All","hydNPND","TX","2028"
"RPS_All","hydNPND","TX","2030"
"RPS_All","hydNPND","TX","2032"
"RPS_All","hydNPND","TX","2034"
"RPS_All","hydNPND","TX","2036"
"RPS_All","hydNPND","TX","2038"
"RPS_All","hydNPND","TX","2040"
"RPS_All","hydNPND","TX","2042"
"RPS_All","hydNPND","TX","2044"
"RPS_All","hydNPND","TX","2046"
"RPS_All","hydNPND","TX","2048"
"RPS_All","hydNPND","TX","2050"
"RPS_All","hydNPND","UT","2026"
"RPS_All","hydNPND","UT","2028"
"RPS_All","hydNPND","UT","2030"
"RPS_All","hydNPND","UT","2032"
"RPS_All","hydNPND","UT","2034"
"RPS_All","hydNPND","UT","2036"
"RPS_All","hydNPND","UT","2038"
"RPS_All","hydNPND","UT","2040"
"RPS_All","hydNPND","UT","2042"
"RPS_All","hydNPND","UT","2044"
"RPS_All","hydNPND","UT","2046"
"RPS_All","hydNPND","UT","2048"
"RPS_All","hydNPND","UT","2050"
"RPS_All","hydNPND","WA","2026"
"RPS_All","hydNPND","WA","2028"
"RPS_All","hydNPND","WA","2030"
"RPS_All","hydNPND","WA","2032"
"RPS_All","hydNPND","WA","2034"
"RPS_All","hydNPND","WA","2036"
"RPS_All","hydNPND","WA","2038"
"RPS_All","hydNPND","WA","2040"
"RPS_All","hydNPND","WA","2042"
"RPS_All","hydNPND","WA","2044"
"RPS_All","hydNPND","WA","2046"
"RPS_All","hydNPND","WA","2048"
"RPS_All","hydNPND","WA","2050"
"RPS_All","hydNPND","WY","2026"
"RPS_All","hydNPND","WY","2028"
"RPS_All","hydNPND","WY","2030"
"RPS_All","hydNPND","WY","2032"
"RPS_All","hydNPND","WY","2034"
"RPS_All","hydNPND","WY","2036"
"RPS_All","hydNPND","WY","2038"
"RPS_All","hydNPND","WY","2040"
"RPS_All","hydNPND","WY","2042"
"RPS_All","hydNPND","WY","2044"
"RPS_All","hydNPND","WY","2046"
"RPS_All","hydNPND","WY","2048"
"RPS_All","hydNPND","WY","2050"
"RPS_All","hydNPND","corporate","2026"
"RPS_All","hydNPND","corporate","2028"
"RPS_All","hydNPND","corporate","2030"
"RPS_All","hydNPND","corporate","2032"
"RPS_All","hydNPND","corporate","2034"
"RPS_All","hydNPND","corporate","2036"
"RPS_All","hydNPND","corporate","2038"
"RPS_All","hydNPND","corporate","2040"
"RPS_All","hydNPND","corporate","2042"
"RPS_All","hydNPND","corporate","2044"
"RPS_All","hydNPND","corporate","2046"
"RPS_All","hydNPND","corporate","2048"
"RPS_All","hydNPND","corporate","2050"
"RPS_All","hydED","AZ","2010"
"RPS_All","hydED","AZ","2012"
"RPS_All","hydED","AZ","2014"
"RPS_All","hydED","AZ","2016"
"RPS_All","hydED","AZ","2018"
"RPS_All","hydED","AZ","2020"
"RPS_All","hydED","AZ","2022"
"RPS_All","hydED","AZ","2024"
"RPS_All","hydED","AZ","2026"
"RPS_All","hydED","AZ","2028"
"RPS_All","hydED","AZ","2030"
"RPS_All","hydED","AZ","2032"
"RPS_All","hydED","AZ","2034"
"RPS_All","hydED","AZ","2036"
"RPS_All","hydED","AZ","2038"
"RPS_All","hydED","AZ","2040"
"RPS_All","hydED","AZ","2042"
"RPS_All","hydED","AZ","2044"
"RPS_All","hydED","AZ","2046"
"RPS_All","hydED","AZ","2048"
"RPS_All","hydED","AZ","2050"
"RPS_All","hydED","CA","2010"
"RPS_All","hydED","CA","2012"
"RPS_All","hydED","CA","2014"
"RPS_All","hydED","CA","2016"
"RPS_All","hydED","CA","2018"
"RPS_All","hydED","CA","2020"
"RPS_All","hydED","CA","2022"
"RPS_All","hydED","CA","2024"
"RPS_All","hydED","CA","2026"
"RPS_All","hydED","CA","2028"
"RPS_All","hydED","CA","2030"
"RPS_All","hydED","CA","2032"
"RPS_All","hydED","CA","2034"
"RPS_All","hydED","CA","2036"
"RPS_All","hydED","CA","2038"
"RPS_All","hydED","CA","2040"
"RPS_All","hydED","CA","2042"
"RPS_All","hydED","CA","2044"
"RPS_All","hydED","CA","2046"
"RPS_All","hydED","CA","2048"
"RPS_All","hydED","CA","2050"
"RPS_All","hydED","CO","2010"
"RPS_All","hydED","CO","2012"
"RPS_All","hydED","CO","2014"
"RPS_All","hydED","CO","2016"
"RPS_All","hydED","CO","2018"
"RPS_All","hydED","CO","2020"
"RPS_All","hydED","CO","2022"
"RPS_All","hydED","CO","2024"
"RPS_All","hydED","CO","2026"
"RPS_All","hydED","CO","2028"
"RPS_All","hydED","CO","2030"
"RPS_All","hydED","CO","2032"
"RPS_All","hydED","CO","2034"
"RPS_All","hydED","CO","2036"
"RPS_All","hydED","CO","2038"
"RPS_All","hydED","CO","2040"
"RPS_All","hydED","CO","2042"
"RPS_All","hydED","CO","2044"
"RPS_All","hydED","CO","2046"
"RPS_All","hydED","CO","2048"
"RPS_All","hydED","CO","2050"
"RPS_All","hydED","ID","2010"
"RPS_All","hydED","ID","2012"
"RPS_All","hydED","ID","2014"
"RPS_All","hydED","ID","2016"
"RPS_All","hydED","ID","2018"
"RPS_All","hydED","ID","2020"
"RPS_All","hydED","ID","2022"
"RPS_All","hydED","ID","2024"
"RPS_All","hydED","ID","2026"
"RPS_All","hydED","ID","2028"
"RPS_All","hydED","ID","2030"
"RPS_All","hydED","ID","2032"
"RPS_All","hydED","ID","2034"
"RPS_All","hydED","ID","2036"
"RPS_All","hydED","ID","2038"
"RPS_All","hydED","ID","2040"
"RPS_All","hydED","ID","2042"
"RPS_All","hydED","ID","2044"
"RPS_All","hydED","ID","2046"
"RPS_All","hydED","ID","2048"
"RPS_All","hydED","ID","2050"
"RPS_All","hydED","MT","2010"
"RPS_All","hydED","MT","2012"
"RPS_All","hydED","MT","2014"
"RPS_All","hydED","MT","2016"
"RPS_All","hydED","MT","2018"
"RPS_All","hydED","MT","2020"
"RPS_All","hydED","MT","2022"
"RPS_All","hydED","MT","2024"
"RPS_All","hydED","MT","2026"
"RPS_All","hydED","MT","2028"
"RPS_All","hydED","MT","2030"
"RPS_All","hydED","MT","2032"
"RPS_All","hydED","MT","2034"
"RPS_All","hydED","MT","2036"
"RPS_All","hydED","MT","2038"
"RPS_All","hydED","MT","2040"
"RPS_All","hydED","MT","2042"
"RPS_All","hydED","MT","2044"
"RPS_All","hydED","MT","2046"
"RPS_All","hydED","MT","2048"
"RPS_All","hydED","MT","2050"
"RPS_All","hydED","NV","2010"
"RPS_All","hydED","NV","2012"
"RPS_All","hydED","NV","2014"
"RPS_All","hydED","NV","2016"
"RPS_All","hydED","NV","2018"
"RPS_All","hydED","NV","2020"
"RPS_All","hydED","NV","2022"
"RPS_All","hydED","NV","2024"
"RPS_All","hydED","NV","2026"
"RPS_All","hydED","NV","2028"
"RPS_All","hydED","NV","2030"
"RPS_All","hydED","NV","2032"
"RPS_All","hydED","NV","2034"
"RPS_All","hydED","NV","2036"
"RPS_All","hydED","NV","2038"
"RPS_All","hydED","NV","2040"
"RPS_All","hydED","NV","2042"
"RPS_All","hydED","NV","2044"
"RPS_All","hydED","NV","2046"
"RPS_All","hydED","NV","2048"
"RPS_All","hydED","NV","2050"
"RPS_All","hydED","OR","2010"
"RPS_All","hydED","OR","2012"
"RPS_All","hydED","OR","2014"
"RPS_All","hydED","OR","2016"
"RPS_All","hydED","OR","2018"
"RPS_All","hydED","OR","2020"
"RPS_All","hydED","OR","2022"
"RPS_All","hydED","OR","2024"
"RPS_All","hydED","OR","2026"
"RPS_All","hydED","OR","2028"
"RPS_All","hydED","OR","2030"
"RPS_All","hydED","OR","2032"
"RPS_All","hydED","OR","2034"
"RPS_All","hydED","OR","2036"
"RPS_All","hydED","OR","2038"
"RPS_All","hydED","OR","2040"
"RPS_All","hydED","OR","2042"
"RPS_All","hydED","OR","2044"
"RPS_All","hydED","OR","2046"
"RPS_All","hydED","OR","2048"
"RPS_All","hydED","OR","2050"
"RPS_All","hydED","UT","2010"
"RPS_All","hydED","UT","2012"
"RPS_All","hydED","UT","2014"
"RPS_All","hydED","UT","2016"
"RPS_All","hydED","UT","2018"
"RPS_All","hydED","UT","2020"
"RPS_All","hydED","UT","2022"
"RPS_All","hydED","UT","2024"
"RPS_All","hydED","UT","2026"
"RPS_All","hydED","UT","2028"
"RPS_All","hydED","UT","2030"
"RPS_All","hydED","UT","2032"
"RPS_All","hydED","UT","2034"
"RPS_All","hydED","UT","2036"
"RPS_All","hydED","UT","2038"
"RPS_All","hydED","UT","2040"
"RPS_All","hydED","UT","2042"
"RPS_All","hydED","UT","2044"
"RPS_All","hydED","UT","2046"
"RPS_All","hydED","UT","2048"
"RPS_All","hydED","UT","2050"
"RPS_All","hydED","WA","2010"
"RPS_All","hydED","WA","2012"
"RPS_All","hydED","WA","2014"
"RPS_All","hydED","WA","2016"
"RPS_All","hydED","WA","2018"
"RPS_All","hydED","WA","2020"
"RPS_All","hydED","WA","2022"
"RPS_All","hydED","WA","2024"
"RPS_All","hydED","WA","2026"
"RPS_All","hydED","WA","2028"
"RPS_All","hydED","WA","2030"
"RPS_All","hydED","WA","2032"
"RPS_All","hydED","WA","2034"
"RPS_All","hydED","WA","2036"
"RPS_All","hydED","WA","2038"
"RPS_All","hydED","WA","2040"
"RPS_All","hydED","WA","2042"
"RPS_All","hydED","WA","2044"
"RPS_All","hydED","WA","2046"
"RPS_All","hydED","WA","2048"
"RPS_All","hydED","WA","2050"
"RPS_All","hydED","WY","2010"
"RPS_All","hydED","WY","2012"
"RPS_All","hydED","WY","2014"
"RPS_All","hydED","WY","2016"
"RPS_All","hydED","WY","2018"
"RPS_All","hydED","WY","2020"
"RPS_All","hydED","WY","2022"
"RPS_All","hydED","WY","2024"
"RPS_All","hydED","WY","2026"
"RPS_All","hydED","WY","2028"
"RPS_All","hydED","WY","2030"
"RPS_All","hydED","WY","2032"
"RPS_All","hydED","WY","2034"
"RPS_All","hydED","WY","2036"
"RPS_All","hydED","WY","2038"
"RPS_All","hydED","WY","2040"
"RPS_All","hydED","WY","2042"
"RPS_All","hydED","WY","2044"
"RPS_All","hydED","WY","2046"
"RPS_All","hydED","WY","2048"
"RPS_All","hydED","WY","2050"
"RPS_All","hydED","corporate","2010"
"RPS_All","hydED","corporate","2012"
"RPS_All","hydED","corporate","2014"
"RPS_All","hydED","corporate","2016"
"RPS_All","hydED","corporate","2018"
"RPS_All","hydED","corporate","2020"
"RPS_All","hydED","corporate","2022"
"RPS_All","hydED","corporate","2024"
"RPS_All","hydED","corporate","2026"
"RPS_All","hydED","corporate","2028"
"RPS_All","hydED","corporate","2030"
"RPS_All","hydED","corporate","2032"
"RPS_All","hydED","corporate","2034"
"RPS_All","hydED","corporate","2036"
"RPS_All","hydED","corporate","2038"
"RPS_All","hydED","corporate","2040"
"RPS_All","hydED","corporate","2042"
"RPS_All","hydED","corporate","2044"
"RPS_All","hydED","corporate","2046"
"RPS_All","hydED","corporate","2048"
"RPS_All","hydED","corporate","2050"
"RPS_All","hydEND","AZ","2010"
"RPS_All","hydEND","AZ","2012"
"RPS_All","hydEND","AZ","2014"
"RPS_All","hydEND","AZ","2016"
"RPS_All","hydEND","AZ","2018"
"RPS_All","hydEND","AZ","2020"
"RPS_All","hydEND","AZ","2022"
"RPS_All","hydEND","AZ","2024"
"RPS_All","hydEND","AZ","2026"
"RPS_All","hydEND","AZ","2028"
"RPS_All","hydEND","AZ","2030"
"RPS_All","hydEND","AZ","2032"
"RPS_All","hydEND","AZ","2034"
"RPS_All","hydEND","AZ","2036"
"RPS_All","hydEND","AZ","2038"
"RPS_All","hydEND","AZ","2040"
"RPS_All","hydEND","AZ","2042"
"RPS_All","hydEND","AZ","2044"
"RPS_All","hydEND","AZ","2046"
"RPS_All","hydEND","AZ","2048"
"RPS_All","hydEND","AZ","2050"
"RPS_All","hydEND","CA","2010"
"RPS_All","hydEND","CA","2012"
"RPS_All","hydEND","CA","2014"
"RPS_All","hydEND","CA","2016"
"RPS_All","hydEND","CA","2018"
"RPS_All","hydEND","CA","2020"
"RPS_All","hydEND","CA","2022"
"RPS_All","hydEND","CA","2024"
"RPS_All","hydEND","CA","2026"
"RPS_All","hydEND","CA","2028"
"RPS_All","hydEND","CA","2030"
"RPS_All","hydEND","CA","2032"
"RPS_All","hydEND","CA","2034"
"RPS_All","hydEND","CA","2036"
"RPS_All","hydEND","CA","2038"
"RPS_All","hydEND","CA","2040"
"RPS_All","hydEND","CA","2042"
"RPS_All","hydEND","CA","2044"
"RPS_All","hydEND","CA","2046"
"RPS_All","hydEND","CA","2048"
"RPS_All","hydEND","CA","2050"
"RPS_All","hydEND","CO","2010"
"RPS_All","hydEND","CO","2012"
"RPS_All","hydEND","CO","2014"
"RPS_All","hydEND","CO","2016"
"RPS_All","hydEND","CO","2018"
"RPS_All","hydEND","CO","2020"
"RPS_All","hydEND","CO","2022"
"RPS_All","hydEND","CO","2024"
"RPS_All","hydEND","CO","2026"
"RPS_All","hydEND","CO","2028"
"RPS_All","hydEND","CO","2030"
"RPS_All","hydEND","CO","2032"
"RPS_All","hydEND","CO","2034"
"RPS_All","hydEND","CO","2036"
"RPS_All","hydEND","CO","2038"
"RPS_All","hydEND","CO","2040"
"RPS_All","hydEND","CO","2042"
"RPS_All","hydEND","CO","2044"
"RPS_All","hydEND","CO","2046"
"RPS_All","hydEND","CO","2048"
"RPS_All","hydEND","CO","2050"
"RPS_All","hydEND","ID","2010"
"RPS_All","hydEND","ID","2012"
"RPS_All","hydEND","ID","2014"
"RPS_All","hydEND","ID","2016"
"RPS_All","hydEND","ID","2018"
"RPS_All","hydEND","ID","2020"
"RPS_All","hydEND","ID","2022"
"RPS_All","hydEND","ID","2024"
"RPS_All","hydEND","ID","2026"
"RPS_All","hydEND","ID","2028"
"RPS_All","hydEND","ID","2030"
"RPS_All","hydEND","ID","2032"
"RPS_All","hydEND","ID","2034"
"RPS_All","hydEND","ID","2036"
"RPS_All","hydEND","ID","2038"
"RPS_All","hydEND","ID","2040"
"RPS_All","hydEND","ID","2042"
"RPS_All","hydEND","ID","2044"
"RPS_All","hydEND","ID","2046"
"RPS_All","hydEND","ID","2048"
"RPS_All","hydEND","ID","2050"
"RPS_All","hydEND","MT","2010"
"RPS_All","hydEND","MT","2012"
"RPS_All","hydEND","MT","2014"
"RPS_All","hydEND","MT","2016"
"RPS_All","hydEND","MT","2018"
"RPS_All","hydEND","MT","2020"
"RPS_All","hydEND","MT","2022"
"RPS_All","hydEND","MT","2024"
"RPS_All","hydEND","MT","2026"
"RPS_All","hydEND","MT","2028"
"RPS_All","hydEND","MT","2030"
"RPS_All","hydEND","MT","2032"
"RPS_All","hydEND","MT","2034"
"RPS_All","hydEND","MT","2036"
"RPS_All","hydEND","MT","2038"
"RPS_All","hydEND","MT","2040"
"RPS_All","hydEND","MT","2042"
"RPS_All","hydEND","MT","2044"
"RPS_All","hydEND","MT","2046"
"RPS_All","hydEND","MT","2048"
"RPS_All","hydEND","MT","2050"
"RPS_All","hydEND","NM","2010"
"RPS_All","hydEND","NM","2012"
"RPS_All","hydEND","NM","2014"
"RPS_All","hydEND","NM","2016"
"RPS_All","hydEND","NM","2018"
"RPS_All","hydEND","NM","2020"
"RPS_All","hydEND","NM","2022"
"RPS_All","hydEND","NM","2024"
"RPS_All","hydEND","NM","2026"
"RPS_All","hydEND","NM","2028"
"RPS_All","hydEND","NM","2030"
"RPS_All","hydEND","NM","2032"
"RPS_All","hydEND","NM","2034"
"RPS_All","hydEND","NM","2036"
"RPS_All","hydEND","NM","2038"
"RPS_All","hydEND","NM","2040"
"RPS_All","hydEND","NM","2042"
"RPS_All","hydEND","NM","2044"
"RPS_All","hydEND","NM","2046"
"RPS_All","hydEND","NM","2048"
"RPS_All","hydEND","NM","2050"
"RPS_All","hydEND","NV","2010"
"RPS_All","hydEND","NV","2012"
"RPS_All","hydEND","NV","2014"
"RPS_All","hydEND","NV","2016"
"RPS_All","hydEND","NV","2018"
"RPS_All","hydEND","NV","2020"
"RPS_All","hydEND","NV","2022"
"RPS_All","hydEND","NV","2024"
"RPS_All","hydEND","NV","2026"
"RPS_All","hydEND","NV","2028"
"RPS_All","hydEND","NV","2030"
"RPS_All","hydEND","NV","2032"
"RPS_All","hydEND","NV","2034"
"RPS_All","hydEND","NV","2036"
"RPS_All","hydEND","NV","2038"
"RPS_All","hydEND","NV","2040"
