"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"battery_2","new17","p29","2042","out",109459.058842352
"battery_2","new17","p29","2044","IN",111802.856489643
"battery_2","new17","p29","2044","out",94838.2791488518
"battery_2","new17","p29","2046","IN",98525.1478874976
"battery_2","new17","p29","2046","out",83588.11765167
"battery_2","new17","p29","2048","IN",102764.846078121
"battery_2","new17","p29","2048","out",87349.5355290527
"battery_2","new17","p30","2034","IN",40402.9509029665
"battery_2","new17","p30","2034","out",34327.459664755
"battery_2","new17","p30","2036","IN",33787.3162087131
"battery_2","new17","p30","2036","out",28659.82118153
"battery_2","new17","p30","2038","IN",29911.8165966869
"battery_2","new17","p30","2038","out",25259.5725984381
"battery_2","new17","p30","2040","IN",48683.9550752759
"battery_2","new17","p30","2040","out",41322.1466147247
"battery_2","new17","p30","2042","IN",36228.3372423425
"battery_2","new17","p30","2042","out",30674.9466200299
"battery_2","new17","p30","2044","IN",34904.4316736216
"battery_2","new17","p30","2044","out",29609.6891079084
"battery_2","new17","p30","2046","IN",37188.8881596166
"battery_2","new17","p30","2046","out",31570.3178271072
"battery_2","new17","p30","2048","IN",59390.2600091583
"battery_2","new17","p30","2048","out",50481.4012265784
"battery_2","new17","p33","2034","IN",23170.5656327374
"battery_2","new17","p33","2034","out",19674.4695496954
"battery_2","new17","p33","2036","IN",14157.0596142794
"battery_2","new17","p33","2036","out",11967.2381508957
"battery_2","new17","p33","2038","IN",12495.9545569106
"battery_2","new17","p33","2038","out",10577.6830657212
"battery_2","new17","p33","2040","IN",12311.8819725512
"battery_2","new17","p33","2040","out",10430.6791199372
"battery_2","new17","p33","2042","IN",16038.745898431
"battery_2","new17","p33","2042","out",13632.9340136663
"battery_2","new17","p33","2044","IN",13471.1909297652
"battery_2","new17","p33","2044","out",11409.1471988227
"battery_2","new17","p33","2046","IN",16431.2452533857
"battery_2","new17","p33","2046","out",13966.5584653778
"battery_2","new17","p33","2048","IN",11374.0734247631
"battery_2","new17","p33","2048","out",9599.35155216456
"battery_2","new17","p34","2034","IN",18846.3074142795
"battery_2","new17","p34","2034","out",16016.2690164279
"battery_2","new17","p34","2036","IN",9613.905959223
"battery_2","new17","p34","2036","out",8099.58806390539
"battery_2","new17","p34","2038","IN",7790.16483434436
"battery_2","new17","p34","2038","out",6556.45298215427
"battery_2","new17","p34","2040","IN",11948.4486004878
"battery_2","new17","p34","2040","out",10092.7281392029
"battery_2","new17","p34","2042","IN",12459.5749484766
"battery_2","new17","p34","2042","out",10580.2709887917
"battery_2","new17","p34","2044","IN",10106.9274646448
"battery_2","new17","p34","2044","out",8590.88834494809
"battery_2","new17","p34","2046","IN",13163.873156563
"battery_2","new17","p34","2046","out",11173.6556256682
"battery_2","new17","p34","2048","IN",8265.84857449372
"battery_2","new17","p34","2048","out",6970.36337894053
"battery_2","new19","p23","2036","IN",4726.48222843762
"battery_2","new19","p23","2036","out",4007.2449176099
"battery_2","new19","p23","2038","IN",2550.22892403503
"battery_2","new19","p23","2038","out",2123.38410327013
"battery_2","new19","p23","2040","IN",7447.11399250944
"battery_2","new19","p23","2040","out",6316.95904851638
"battery_2","new19","p23","2042","IN",5600.41752074899
"battery_2","new19","p23","2042","out",4736.75769313567
"battery_2","new19","p23","2044","IN",4552.84477907782
"battery_2","new19","p23","2044","out",3846.71422380436
