sc_gid,sc_point_gid,latitude,longitude,region,class,bin,cap_avail,supply_curve_cost_per_mw
20399,38236,41.399,-89.905,p81,3,9,1792.5578437499996,25930.879410644386
25767,45075,39.651,-90.212,p81,3,9,937.9283625,26027.21304276025
20697,38615,41.307,-90.06,p81,3,9,1355.0055890625,26152.55074582708
28551,48883,38.624,-89.177,p81,3,9,162.77691972656245,26287.03786170588
21927,40131,40.941,-90.677,p81,3,9,502.1553550781249,26300.219927240498
25768,45076,39.645,-90.07,p81,3,9,1380.6653765625,26463.803633003507
20400,38237,41.392,-89.759,p81,3,9,1494.635540625,26465.584689384657
21608,39752,41.033,-90.524,p81,3,9,644.9295304687498,26494.83804732417
23168,41654,40.534,-90.277,p81,3,9,1066.8865640625,26518.306792796
27174,46975,39.163,-90.255,p81,3,9,987.7399453125,26526.89901875429
20694,38612,41.325,-90.498,p81,3,9,981.21596484375,26819.47577439036
21609,39753,41.027,-90.378,p81,3,9,483.809234765625,27172.454741569403
23467,42037,40.419,-89.854,p81,3,9,453.858946875,27190.15554137301
30091,51164,38.031,-89.098,p81,3,9,1167.093309375,27314.982937422843
26614,46215,39.359,-90.238,p81,3,9,1408.838821875,27681.26570558334
27737,47736,38.962,-90.131,p81,3,9,733.461834375,27726.56233752841
30621,51924,37.836,-89.118,p81,3,9,857.2734984374998,27747.768570567885
20998,38997,41.198,-89.77799999999999,p81,3,10,590.2113093749998,27928.784173590448
26612,46213,39.37,-90.521,p81,3,10,1418.8971234375,28136.07506995273
29581,50410,38.181,-88.244,p81,3,10,2096.537428125,28281.939198073014
28015,48126,38.797,-88.736,p81,3,10,1859.2632421875,28345.99241044333
24622,43558,40.022,-89.74799999999999,p81,3,10,791.385440625,28374.897524214917
30352,51541,37.954,-89.524,p81,3,10,1439.6996953125,28605.57465267328
28544,48876,38.669,-90.157,p81,3,10,53.15845693359375,28706.62709239848
30889,52307,37.716,-88.714,p81,3,10,1435.1492671874996,28948.083107431143
23165,41651,40.551,-90.71,p81,3,10,998.3737265625,28952.531316651348
24329,43167,40.182,-91.316,p81,3,10,1193.09101875,28958.83316503791
24611,43547,40.084,-91.323,p81,3,10,712.48359375,29041.81274485453
28011,48122,38.826,-89.29700000000001,p81,3,10,947.21975859375,29082.18262769717
28549,48881,38.637,-89.45700000000001,p81,3,10,983.1669890625,29115.130240284136
27740,47739,38.943000000000005,-89.709,p81,3,10,1393.353140625,29215.23027665612
21931,40135,40.918,-90.097,p81,3,10,633.55270078125,29318.00151349944
19479,37093,41.709,-90.317,p81,3,10,387.85755234375,29357.60162712294
26902,46600,39.23,-89.54,p81,3,10,714.533653125,29487.592419217435
21302,39372,41.13,-90.515,p81,3,10,960.82801171875,29510.180322505767
30355,51544,37.933,-89.10799999999999,p81,3,10,879.2679093749998,29659.98506588924
23762,42418,40.315,-89.719,p81,3,10,2335.780040625,29712.19567416383
25475,44690,39.777,-90.916,p81,3,10,1310.881978125,29813.88826049941
30887,52305,37.731,-88.99,p81,3,10,595.8411890625,29865.330250136944
20392,38229,41.43899999999999,-90.929,p81,3,10,445.5201234375,29904.559815994868
24048,42787,40.279,-91.309,p81,3,10,921.16490625,29973.318320752627
30083,51156,38.083,-90.209,p81,3,10,895.7926054687498,29995.50146030449
26905,46603,39.209,-89.116,p81,3,11,1842.2446359375,30117.579272752435
22553,40889,40.757,-90.983,p81,3,11,1210.078490625,30239.41034095676
29574,50403,38.233,-89.21700000000001,p81,3,11,1642.62785625,30265.69310739076
