"Dim1","Dim2","Val"
"p31","2048",30739315.435
"p31","2050",31792468.021
"p32","2010",1551275.872
"p32","2012",1601064.925
"p32","2014",1592430.028
"p32","2016",1617050.621
"p32","2018",1669250.431
"p32","2020",1737319.89
"p32","2022",1764226.973
"p32","2024",1805759.664
"p32","2026",1849821.025
"p32","2028",1901132.326
"p32","2030",1959597.476
"p32","2032",2020250.664
"p32","2034",2084245.079
"p32","2036",2157576.958
"p32","2038",2236918.166
"p32","2040",2317780.595
"p32","2042",2396749.269
"p32","2044",2474275.483
"p32","2046",2552000.022
"p32","2048",2630710.16
"p32","2050",2711371.372
"p33","2010",40895166.228
"p33","2012",42207710.646
"p33","2014",41980045.721
"p33","2016",42629107.115
"p33","2018",44009445.082
"p33","2020",45827172.766
"p33","2022",46574601.343
"p33","2024",47728221.76
"p33","2026",48983297.554
"p33","2028",50487938.169
"p33","2030",52228807.821
"p33","2032",54046434.822
"p33","2034",55965402.699
"p33","2036",58131672.576
"p33","2038",60434152.424
"p33","2040",62761802.258
"p33","2042",65023860.095
"p33","2044",67236197.989
"p33","2046",69444827.065
"p33","2048",71671496.28
"p33","2050",73954939.984
"p34","2010",14816333.566
"p34","2012",15291868.657
"p34","2014",15209385.128
"p34","2016",15444539.908
"p34","2018",15944553.18
"p34","2020",16602886.28
"p34","2022",16872609.509
"p34","2024",17288480.469
"p34","2026",17739319.067
"p34","2028",18277438.361
"p34","2030",18898304.338
"p34","2032",19545572.208
"p34","2034",20228671.629
"p34","2036",21000755.799
"p34","2038",21822990.923
"p34","2040",22655579.111
"p34","2042",23465879.554
"p34","2044",24259484.445
"p34","2046",25052958.586
"p34","2048",25854253.568
"p34","2050",26676908.123
"p59","2010",6326969.758
"p59","2012",6530034.993
"p59","2014",6494812.721
"p59","2016",6595230.159
"p59","2018",6805049.208
"p59","2020",7078212.29
"p59","2022",7182292.04
"p59","2024",7344026.028
"p59","2026",7512770.702
"p59","2028",7705406.32
"p59","2030",7922209.025
"p59","2032",8145675.378
"p59","2034",8381758.581
"p59","2036",8654441.23
"p59","2038",8952194.323
"p59","2040",9257246.612
"p59","2042",9556241.752
"p59","2044",9850129.121
"p59","2046",10144375.774
"p59","2048",10441544.849
"p59","2050",10745213.612
