"Dim1","Dim2","Val"
"p3","2010",2.29770026692308
"p5","2012",2.29770026692308
"p5","2014",2.29770026692308
"p5","2016",2.29770026692308
"p5","2018",2.29770026692308
"p5","2022",2.29770026692308
"p5","2024",2.29770026692308
"p5","2026",2.29770026692308
"p5","2028",2.29770026692308
"p5","2032",2.29770026692308
"p5","2034",2.29770026692308
"p5","2036",2.29770026692308
"p5","2038",2.29770026692308
"p5","2040",2.29770026692308
"p5","2042",2.29770026692308
"p5","2044",2.29770026692308
"p5","2046",2.29770026692308
"p5","2048",2.29770026692308
"p5","2050",2.29770026692308
"p8","2010",2.29770026692308
"p8","2020",2.91049780692308
"p8","2030",2.29770026692308
"p9","2010",2.29770026692308
"p9","2012",2.29770026692308
"p9","2014",2.29770026692308
"p9","2016",2.29770026692308
"p9","2018",2.29770026692308
"p9","2020",2.29770026692308
"p9","2022",2.29770026692308
"p9","2024",2.29770026692308
"p9","2026",2.29770026692308
"p9","2028",2.29770026692308
"p9","2030",2.29770026692308
"p9","2032",2.29770026692308
"p9","2034",2.29770026692308
"p9","2036",2.29770026692308
"p9","2044",2.29770026692308
"p9","2046",2.29770026692308
"p9","2048",2.29770026692308
"p9","2050",2.29770026692308
"p10","2010",2.29770026692308
"p10","2012",2.29770026692308
"p10","2014",2.29770026692308
"p10","2016",2.29770026692308
"p10","2018",2.29770026692308
"p10","2020",2.91049780692308
"p10","2022",2.29770026692308
"p10","2024",2.29770026692308
"p10","2026",2.29770026692308
"p10","2028",2.29770026692308
"p10","2030",2.29770026692308
"p10","2032",2.29770026692308
"p10","2034",2.29770026692308
"p10","2036",2.29770026692308
"p10","2038",2.29770026692308
"p10","2040",2.29770026692308
"p10","2042",2.29770026692308
"p10","2044",2.29770026692308
"p10","2046",2.29770026692308
"p10","2048",2.29770026692308
"p10","2050",2.29770026692308
"p15","2010",2.29770026692308
"p15","2012",2.29770026692308
"p15","2014",2.29770026692308
"p15","2016",2.29770026692308
"p15","2018",2.29770026692308
"p15","2020",2.29770026692308
"p15","2022",2.29770026692308
"p15","2024",2.29770026692308
"p15","2026",2.29770026692308
"p15","2028",2.29770026692308
"p15","2030",2.29770026692308
"p15","2032",2.29770026692308
"p15","2034",2.29770026692308
"p15","2036",2.29770026692308
"p15","2038",2.29770026692308
"p15","2040",2.29770026692308
"p15","2042",2.29770026692308
"p15","2044",2.29770026692308
"p15","2046",2.29770026692308
"p15","2048",2.29770026692308
"p15","2050",2.29770026692308
"p16","2012",2.29770026692308
"p16","2014",2.29770026692308
"p16","2016",2.29770026692308
"p16","2018",2.29770026692308
"p16","2020",2.29770026692308
"p16","2022",2.29770026692308
"p16","2024",2.29770026692308
"p16","2026",2.29770026692308
"p16","2044",2.29770026692308
"p16","2046",2.29770026692308
"p16","2048",2.29770026692308
"p16","2050",2.29770026692308
"p25","2012",2.29770026692308
"p25","2014",2.29770026692308
"p25","2016",2.29770026692308
"p25","2018",2.29770026692308
"p25","2020",2.29770026692308
"p25","2022",2.29770026692308
"p25","2024",2.29770026692308
"p25","2026",2.29770026692308
"p28","2010",2.29770026692308
"p28","2012",2.29770026692308
"p29","2010",2.29770026692308
"p29","2012",2.29770026692308
"p33","2010",2.29770026692308
"p33","2012",2.29770026692308
"p33","2014",2.29770026692308
"p33","2016",2.29770026692308
"p33","2018",2.29770026692308
"p33","2020",2.29770026692308
"p33","2022",2.29770026692308
"p33","2024",2.29770026692308
"p33","2026",2.29770026692308
"p33","2028",2.29770026692308
"p33","2030",2.29770026692308
"p33","2032",2.29770026692308
"p33","2034",2.29770026692308
"p33","2036",2.29770026692308
"p33","2038",2.29770026692308
"p33","2040",2.29770026692308
"p33","2042",2.29770026692308
"p33","2044",2.29770026692308
"p33","2046",2.29770026692308
"p33","2048",2.29770026692308
"p33","2050",2.29770026692308
