year,sc_gid,sc_point_gid,latitude,longitude,region,class,bin,trans_cap_cost,built_capacity,investment_bool
2024,10946,,35.08698,-114.52548,p27,6,,7436.1284,7.5159199165797705,0
2024,13547,,32.675846,-114.493805,p28,7,,5455.411999999999,32.89999999999998,0
2024,14200,,32.070159999999994,-110.836845,p30,6,,4896.062,23.360000000000014,0
2024,14282,,32.305054,-107.77826,p31,6,,437.23062,17.02606788526435,0
2024,12102,,35.099277,-106.57132,p31,6,,1104.8547,6.18162442242796,0
2024,14807,,31.813198,-106.60987,p31,7,,5110.652,34.89230769230774,0
2024,8360,,39.039272,-108.41655,p33,5,,2132.0273,1.0368000000000002,0
2024,8068,,39.61901,-104.728065,p33,5,,4096.9688,119.86319999999996,0
2024,8605,,38.92872,-104.77772,p34,5,,3559.823,12.52777193136824,0
2024,9614,,38.0721,-102.570206,p34,5,,5029.1655,10.31698864936208,0
2024,8608,,38.880035,-104.7712,p34,5,,5328.7188,6.155239419269678,0
2024,531,,45.591522,-121.11373,p5,3,,1131.2489,4.157179331306992,0
2024,769,,44.279114,-121.10976,p5,3,,3019.8196,10.133124620060793,0
2024,715,,44.621094,-121.17671,p5,3,,6510.3413,13.510832826747723,0
2024,503,,45.68119,-121.47882,p5,3,,7857.986999999999,11.432243161094227,0
2024,768,,44.326145,-121.12987,p5,3,,7900.9854,0.779471124620061,0
2024,551,,45.827877,-119.34431,p5,3,,8023.5605,22.56437970540101,0
2024,765,,44.253525,-121.25785,p5,4,,9217.217,37.8432,0
2024,861,,43.979927,-121.378334,p5,4,,9485.41,3.888,0
2024,800,,44.219315,-121.16369,p5,4,,15843.927,4.147199999999999,0
2024,798,,44.206512,-121.23766,p5,4,,17313.236,0.2591999999999999,0
2024,797,,44.146667,-121.2914,p5,4,,23590.7,11.285169230769274,0
2024,14814,,31.879026,-106.42706,p59,7,,5988.484,5.0,0
2024,1527,,42.182365,-122.62987,p6,4,,645.1009,0.5184000000000001,0
2024,1712,,42.188034,-121.784225,p6,4,,2851.4126,4.381599999999999,0
2024,803,,44.745987,-117.87875,p7,3,,11777.316,2.692731753554502,0
2024,772,,44.79343,-117.89646,p7,3,,11844.818,3.3659146919431278,0
2024,916,,44.22686,-116.97883600000002,p7,3,,102972.23,16.64135355450236,0
2024,4022,,40.394806,-120.52324,p8,5,,53046.69,2.3999999999999986,0
2024,9438,,36.1821,-120.31208,p9,6,,12634.098999999998,0.2541543937708564,0
2024,9834,,35.4988,-120.69145,p9,6,,14603.573,9.657866963292548,0
2024,9792,,35.546326,-120.708725,p9,6,,21117.752,97.84944160177976,0
2024,9595,,36.004414000000004,-120.17831,p9,6,,23141.48,20.586505895439377,0
2024,9596,,35.956863,-120.16129,p9,6,,23286.225,0.2541543937708564,0
2024,9793,,35.606506,-120.66117,p9,6,,24231.508,83.35787675194663,0
2026,314,,47.053204,-120.51775,p1,3,,12552.883999999998,0.5,0
2026,11835,,33.965022999999995,-117.44759,p10,6,,2607.9307,10.59921713369329,0
2026,10148,,35.315983,-118.96942,p10,6,,2981.9246,10.346854820986309,0
2026,11719,,34.050117,-117.54101,p10,6,,3417.8198,22.20788351821452,0
2026,11721,,34.06122,-117.47704,p10,6,,3648.1838,0.7570869381209493,0
2026,11951,,33.84662,-117.5458,p10,6,,4142.2236,13.122840260763123,0
2026,13461,,32.744026,-114.70852,p10,6,,4473.7935,9.085043257451392,0
2026,10085,,35.42331,-118.93656,p10,6,,5035.5347,0.2523623127069831,0
2026,11730,,34.094326,-117.285034,p10,6,,5761.979,6.813782443088544,0
2026,11604,,34.098194,-117.55581,p10,6,,5860.029,7.570869381209493,0
2026,10922,,34.371902,-118.860855,p10,6,,6504.3164,0.2523623127069831,0
2026,11728,,34.035217,-117.334404,p10,6,,7758.694,130.4713156695103,0
2026,11215,,34.286587,-118.4939,p10,6,,7860.028,35.07836146627065,0
2026,11060,,34.287859999999995,-118.76543999999998,p10,6,,8083.753000000001,2.5236231270698317,0
2026,11718,,33.990902,-117.59013,p10,6,,8347.527,76.97050537562986,0
2026,11714,,34.038982,-117.60496,p10,6,,8356.905999999999,13.627564886177089,0
2026,10087,,35.37554,-118.92053,p10,6,,8377.487,14.509404019477714,0
2026,11858,,34.14852,-116.35859,p10,7,,18401.17,8.397179739507958,0
2026,11856,,34.079227,-116.472916,p10,7,,20456.236,2.583747612156295,0
2026,11857,,34.089787,-116.40877,p10,7,,117431.664,78.14399572525883,0
2026,13042,,32.770965999999994,-117.02311,p11,6,,323.3736,0.9683925773195876,0
2026,13160,,32.674343,-116.99478,p11,6,,5668.8203,18.399458969072164,0
2026,13261,,32.61513,-117.04343,p11,6,,7617.384,6.7787480412371135,0
2026,13158,,32.73353,-116.94606,p11,6,,8101.735,5.953400412371136,0
2026,9745,,36.79183,-114.15926,p13,5,,30567.682,6.356985081081081,0
2026,9747,,36.80115,-114.092224,p13,5,,40542.805,6.443014918918948,0
2026,754,,45.779340000000005,-111.125336,p18,2,,4266.7085,1.8375384615384602,0
2026,591,,46.573597,-112.062546,p18,3,,9820.824,9.241323832923833,0
2026,779,,45.68057,-110.62238,p18,3,,10772.159,1.9119980343980345,0
2026,750,,45.763767,-111.28072,p18,3,,12531.99,0.318666339066339,0
2026,567,,46.621693,-112.07601,p18,3,,22295.428,0.6904733320733243,0
2026,845,,45.723392,-108.48793,p20,3,,3943.4148,1.8144,0
2026,816,,45.78447,-108.34219,p20,3,,8454.815,1.1856,0
2026,7237,,39.645092,-110.76543,p25,5,,843.6955,4.867444255975326,0
2026,8538,,38.579754,-109.60382,p25,5,,5673.4917,3.6505831919814944,0
2026,7236,,39.637493,-110.83582,p25,5,,5945.368,0.9734888511950652,0
2026,8539,,38.586735,-109.53441,p25,5,,7574.844,39.308483700848114,0
2026,10947,,35.201405,-114.08028,p27,6,,3519.6436,2.7840800834202293,0
2026,10946,,35.08698,-114.52548,p27,6,,7436.1284,7.5159199165797705,0
2026,13547,,32.675846,-114.493805,p28,7,,5455.411999999999,32.89999999999998,0
2026,14200,,32.070159999999994,-110.836845,p30,6,,4896.062,23.360000000000014,0
2026,14282,,32.305054,-107.77826,p31,6,,437.23062,17.02606788526435,0
2026,12102,,35.099277,-106.57132,p31,6,,1104.8547,6.18162442242796,0
2026,14807,,31.813198,-106.60987,p31,7,,5110.652,34.89230769230774,0
2026,8360,,39.039272,-108.41655,p33,5,,2132.0273,1.0368000000000002,0
2026,8068,,39.61901,-104.728065,p33,5,,4096.9688,119.86319999999996,0
2026,8605,,38.92872,-104.77772,p34,5,,3559.823,12.52777193136824,0
2026,9614,,38.0721,-102.570206,p34,5,,5029.1655,10.31698864936208,0
2026,8608,,38.880035,-104.7712,p34,5,,5328.7188,6.155239419269678,0
2026,531,,45.591522,-121.11373,p5,3,,1131.2489,4.157179331306992,0
2026,769,,44.279114,-121.10976,p5,3,,3019.8196,10.133124620060793,0
2026,715,,44.621094,-121.17671,p5,3,,6510.3413,13.510832826747723,0
2026,503,,45.68119,-121.47882,p5,3,,7857.986999999999,11.432243161094227,0
2026,768,,44.326145,-121.12987,p5,3,,7900.9854,0.779471124620061,0
2026,551,,45.827877,-119.34431,p5,3,,8023.5605,22.56437970540101,0
2026,765,,44.253525,-121.25785,p5,4,,9217.217,37.8432,0
2026,861,,43.979927,-121.378334,p5,4,,9485.41,3.888,0
2026,800,,44.219315,-121.16369,p5,4,,15843.927,4.147199999999999,0
2026,798,,44.206512,-121.23766,p5,4,,17313.236,0.2591999999999999,0
2026,797,,44.146667,-121.2914,p5,4,,23590.7,11.285169230769274,0
2026,14814,,31.879026,-106.42706,p59,7,,5988.484,5.0,0
2026,1527,,42.182365,-122.62987,p6,4,,645.1009,0.5184000000000001,0
2026,1712,,42.188034,-121.784225,p6,4,,2851.4126,4.381599999999999,0
2026,803,,44.745987,-117.87875,p7,3,,11777.316,2.692731753554502,0
2026,772,,44.79343,-117.89646,p7,3,,11844.818,3.3659146919431278,0
2026,916,,44.22686,-116.97883600000002,p7,3,,102972.23,16.64135355450236,0
2026,4022,,40.394806,-120.52324,p8,5,,53046.69,2.3999999999999986,0
2026,9438,,36.1821,-120.31208,p9,6,,12634.098999999998,0.2541543937708564,0
2026,9834,,35.4988,-120.69145,p9,6,,14603.573,9.657866963292548,0
2026,9792,,35.546326,-120.708725,p9,6,,21117.752,97.84944160177976,0
2026,9595,,36.004414000000004,-120.17831,p9,6,,23141.48,20.586505895439377,0
2026,9596,,35.956863,-120.16129,p9,6,,23286.225,0.2541543937708564,0
2026,9793,,35.606506,-120.66117,p9,6,,24231.508,83.35787675194663,0
2028,314,,47.053204,-120.51775,p1,3,,12552.883999999998,0.5,0
2028,11835,,33.965022999999995,-117.44759,p10,6,,2607.9307,10.59921713369329,0
2028,10148,,35.315983,-118.96942,p10,6,,2981.9246,10.346854820986309,0
2028,11719,,34.050117,-117.54101,p10,6,,3417.8198,22.20788351821452,0
2028,11721,,34.06122,-117.47704,p10,6,,3648.1838,0.7570869381209493,0
2028,11951,,33.84662,-117.5458,p10,6,,4142.2236,13.122840260763123,0
2028,13461,,32.744026,-114.70852,p10,6,,4473.7935,9.085043257451392,0
2028,10085,,35.42331,-118.93656,p10,6,,5035.5347,0.2523623127069831,0
2028,11730,,34.094326,-117.285034,p10,6,,5761.979,6.813782443088544,0
2028,11604,,34.098194,-117.55581,p10,6,,5860.029,7.570869381209493,0
2028,10922,,34.371902,-118.860855,p10,6,,6504.3164,0.2523623127069831,0
2028,11728,,34.035217,-117.334404,p10,6,,7758.694,130.4713156695103,0
2028,11215,,34.286587,-118.4939,p10,6,,7860.028,35.07836146627065,0
2028,11060,,34.287859999999995,-118.76543999999998,p10,6,,8083.753000000001,2.5236231270698317,0
2028,11718,,33.990902,-117.59013,p10,6,,8347.527,76.97050537562986,0
2028,11714,,34.038982,-117.60496,p10,6,,8356.905999999999,13.627564886177089,0
2028,10087,,35.37554,-118.92053,p10,6,,8377.487,14.509404019477714,0
2028,11858,,34.14852,-116.35859,p10,7,,18401.17,8.397179739507958,0
2028,11856,,34.079227,-116.472916,p10,7,,20456.236,2.583747612156295,0
2028,11857,,34.089787,-116.40877,p10,7,,117431.664,78.14399572525883,0
2028,13042,,32.770965999999994,-117.02311,p11,6,,323.3736,0.9683925773195876,0
2028,13160,,32.674343,-116.99478,p11,6,,5668.8203,18.399458969072164,0
2028,13261,,32.61513,-117.04343,p11,6,,7617.384,6.7787480412371135,0
2028,13158,,32.73353,-116.94606,p11,6,,8101.735,5.953400412371136,0
2028,9745,,36.79183,-114.15926,p13,5,,30567.682,6.356985081081081,0
2028,9747,,36.80115,-114.092224,p13,5,,40542.805,6.443014918918948,0
2028,754,,45.779340000000005,-111.125336,p18,2,,4266.7085,1.8375384615384602,0
2028,591,,46.573597,-112.062546,p18,3,,9820.824,9.241323832923833,0
2028,779,,45.68057,-110.62238,p18,3,,10772.159,1.9119980343980345,0
2028,750,,45.763767,-111.28072,p18,3,,12531.99,0.318666339066339,0
2028,567,,46.621693,-112.07601,p18,3,,22295.428,0.6904733320733243,0
2028,845,,45.723392,-108.48793,p20,3,,3943.4148,1.8144,0
2028,816,,45.78447,-108.34219,p20,3,,8454.815,1.1856,0
2028,7237,,39.645092,-110.76543,p25,5,,843.6955,4.867444255975326,0
2028,8538,,38.579754,-109.60382,p25,5,,5673.4917,3.6505831919814944,0
2028,7236,,39.637493,-110.83582,p25,5,,5945.368,0.9734888511950652,0
2028,8539,,38.586735,-109.53441,p25,5,,7574.844,39.308483700848114,0
2028,10947,,35.201405,-114.08028,p27,6,,3519.6436,2.7840800834202293,0
2028,10946,,35.08698,-114.52548,p27,6,,7436.1284,7.5159199165797705,0
2028,13547,,32.675846,-114.493805,p28,7,,5455.411999999999,32.89999999999998,0
2028,14200,,32.070159999999994,-110.836845,p30,6,,4896.062,23.360000000000014,0
2028,14282,,32.305054,-107.77826,p31,6,,437.23062,17.02606788526435,0
2028,12102,,35.099277,-106.57132,p31,6,,1104.8547,6.18162442242796,0
2028,14807,,31.813198,-106.60987,p31,7,,5110.652,34.89230769230774,0
2028,8360,,39.039272,-108.41655,p33,5,,2132.0273,1.0368000000000002,0
2028,8068,,39.61901,-104.728065,p33,5,,4096.9688,119.86319999999996,0
2028,8605,,38.92872,-104.77772,p34,5,,3559.823,12.52777193136824,0
2028,9614,,38.0721,-102.570206,p34,5,,5029.1655,10.31698864936208,0
2028,8608,,38.880035,-104.7712,p34,5,,5328.7188,6.155239419269678,0
2028,531,,45.591522,-121.11373,p5,3,,1131.2489,4.157179331306992,0
2028,769,,44.279114,-121.10976,p5,3,,3019.8196,10.133124620060793,0
2028,715,,44.621094,-121.17671,p5,3,,6510.3413,13.510832826747723,0
2028,503,,45.68119,-121.47882,p5,3,,7857.986999999999,11.432243161094227,0
2028,768,,44.326145,-121.12987,p5,3,,7900.9854,0.779471124620061,0
2028,551,,45.827877,-119.34431,p5,3,,8023.5605,22.56437970540101,0
2028,765,,44.253525,-121.25785,p5,4,,9217.217,37.8432,0
2028,861,,43.979927,-121.378334,p5,4,,9485.41,3.888,0
2028,800,,44.219315,-121.16369,p5,4,,15843.927,4.147199999999999,0
2028,798,,44.206512,-121.23766,p5,4,,17313.236,0.2591999999999999,0
2028,797,,44.146667,-121.2914,p5,4,,23590.7,11.285169230769274,0
2028,14814,,31.879026,-106.42706,p59,7,,5988.484,5.0,0
2028,1527,,42.182365,-122.62987,p6,4,,645.1009,0.5184000000000001,0
2028,1712,,42.188034,-121.784225,p6,4,,2851.4126,4.381599999999999,0
2028,803,,44.745987,-117.87875,p7,3,,11777.316,2.692731753554502,0
2028,772,,44.79343,-117.89646,p7,3,,11844.818,3.3659146919431278,0
2028,916,,44.22686,-116.97883600000002,p7,3,,102972.23,16.64135355450236,0
2028,4022,,40.394806,-120.52324,p8,5,,53046.69,2.3999999999999986,0
2028,9438,,36.1821,-120.31208,p9,6,,12634.098999999998,0.2541543937708564,0
2028,9834,,35.4988,-120.69145,p9,6,,14603.573,9.657866963292548,0
2028,9792,,35.546326,-120.708725,p9,6,,21117.752,97.84944160177976,0
2028,9595,,36.004414000000004,-120.17831,p9,6,,23141.48,20.586505895439377,0
2028,9596,,35.956863,-120.16129,p9,6,,23286.225,0.2541543937708564,0
2028,9793,,35.606506,-120.66117,p9,6,,24231.508,83.35787675194663,0
2030,314,,47.053204,-120.51775,p1,3,,12552.883999999998,0.5,0
2030,11835,,33.965022999999995,-117.44759,p10,6,,2607.9307,10.59921713369329,0
2030,10148,,35.315983,-118.96942,p10,6,,2981.9246,10.346854820986309,0
2030,11719,,34.050117,-117.54101,p10,6,,3417.8198,22.20788351821452,0
2030,11721,,34.06122,-117.47704,p10,6,,3648.1838,0.7570869381209493,0
2030,11951,,33.84662,-117.5458,p10,6,,4142.2236,13.122840260763123,0
2030,13461,,32.744026,-114.70852,p10,6,,4473.7935,9.085043257451392,0
2030,10085,,35.42331,-118.93656,p10,6,,5035.5347,0.2523623127069831,0
2030,11730,,34.094326,-117.285034,p10,6,,5761.979,6.813782443088544,0
2030,11604,,34.098194,-117.55581,p10,6,,5860.029,7.570869381209493,0
2030,10922,,34.371902,-118.860855,p10,6,,6504.3164,0.2523623127069831,0
2030,11728,,34.035217,-117.334404,p10,6,,7758.694,130.4713156695103,0
2030,11215,,34.286587,-118.4939,p10,6,,7860.028,35.07836146627065,0
2030,11060,,34.287859999999995,-118.76543999999998,p10,6,,8083.753000000001,2.5236231270698317,0
2030,11718,,33.990902,-117.59013,p10,6,,8347.527,76.97050537562986,0
2030,11714,,34.038982,-117.60496,p10,6,,8356.905999999999,13.627564886177089,0
2030,10087,,35.37554,-118.92053,p10,6,,8377.487,14.509404019477714,0
2030,11858,,34.14852,-116.35859,p10,7,,18401.17,8.397179739507958,0
2030,11856,,34.079227,-116.472916,p10,7,,20456.236,2.583747612156295,0
2030,11857,,34.089787,-116.40877,p10,7,,117431.664,78.14399572525883,0
2030,13042,,32.770965999999994,-117.02311,p11,6,,323.3736,0.9683925773195876,0
2030,13160,,32.674343,-116.99478,p11,6,,5668.8203,18.399458969072164,0
2030,13261,,32.61513,-117.04343,p11,6,,7617.384,6.7787480412371135,0
2030,13158,,32.73353,-116.94606,p11,6,,8101.735,5.953400412371136,0
2030,9745,,36.79183,-114.15926,p13,5,,30567.682,6.356985081081081,0
2030,9747,,36.80115,-114.092224,p13,5,,40542.805,6.443014918918948,0
2030,754,,45.779340000000005,-111.125336,p18,2,,4266.7085,1.8375384615384602,0
2030,591,,46.573597,-112.062546,p18,3,,9820.824,9.241323832923833,0
2030,779,,45.68057,-110.62238,p18,3,,10772.159,1.9119980343980345,0
2030,750,,45.763767,-111.28072,p18,3,,12531.99,0.318666339066339,0
2030,567,,46.621693,-112.07601,p18,3,,22295.428,0.6904733320733243,0
2030,845,,45.723392,-108.48793,p20,3,,3943.4148,1.8144,0
2030,816,,45.78447,-108.34219,p20,3,,8454.815,1.1856,0
2030,7237,,39.645092,-110.76543,p25,5,,843.6955,4.867444255975326,0
2030,8538,,38.579754,-109.60382,p25,5,,5673.4917,3.6505831919814944,0
2030,7236,,39.637493,-110.83582,p25,5,,5945.368,0.9734888511950652,0
2030,8539,,38.586735,-109.53441,p25,5,,7574.844,39.308483700848114,0
2030,10947,,35.201405,-114.08028,p27,6,,3519.6436,2.7840800834202293,0
2030,10946,,35.08698,-114.52548,p27,6,,7436.1284,7.5159199165797705,0
2030,13547,,32.675846,-114.493805,p28,7,,5455.411999999999,32.89999999999998,0
2030,14200,,32.070159999999994,-110.836845,p30,6,,4896.062,23.360000000000014,0
2030,14282,,32.305054,-107.77826,p31,6,,437.23062,17.02606788526435,0
2030,12102,,35.099277,-106.57132,p31,6,,1104.8547,6.18162442242796,0
2030,14807,,31.813198,-106.60987,p31,7,,5110.652,34.89230769230774,0
2030,8360,,39.039272,-108.41655,p33,5,,2132.0273,1.0368000000000002,0
2030,8068,,39.61901,-104.728065,p33,5,,4096.9688,119.86319999999996,0
2030,8605,,38.92872,-104.77772,p34,5,,3559.823,12.52777193136824,0
2030,9614,,38.0721,-102.570206,p34,5,,5029.1655,10.31698864936208,0
2030,8608,,38.880035,-104.7712,p34,5,,5328.7188,6.155239419269678,0
2030,531,,45.591522,-121.11373,p5,3,,1131.2489,4.157179331306992,0
2030,769,,44.279114,-121.10976,p5,3,,3019.8196,10.133124620060793,0
2030,715,,44.621094,-121.17671,p5,3,,6510.3413,13.510832826747723,0
2030,503,,45.68119,-121.47882,p5,3,,7857.986999999999,11.432243161094227,0
2030,768,,44.326145,-121.12987,p5,3,,7900.9854,0.779471124620061,0
2030,551,,45.827877,-119.34431,p5,3,,8023.5605,22.56437970540101,0
2030,765,,44.253525,-121.25785,p5,4,,9217.217,37.8432,0
2030,861,,43.979927,-121.378334,p5,4,,9485.41,3.888,0
2030,800,,44.219315,-121.16369,p5,4,,15843.927,4.147199999999999,0
2030,798,,44.206512,-121.23766,p5,4,,17313.236,0.2591999999999999,0
2030,797,,44.146667,-121.2914,p5,4,,23590.7,11.285169230769274,0
2030,14814,,31.879026,-106.42706,p59,7,,5988.484,5.0,0
2030,1527,,42.182365,-122.62987,p6,4,,645.1009,0.5184000000000001,0
2030,1712,,42.188034,-121.784225,p6,4,,2851.4126,4.381599999999999,0
2030,803,,44.745987,-117.87875,p7,3,,11777.316,2.692731753554502,0
2030,772,,44.79343,-117.89646,p7,3,,11844.818,3.3659146919431278,0
2030,916,,44.22686,-116.97883600000002,p7,3,,102972.23,16.64135355450236,0
2030,4022,,40.394806,-120.52324,p8,5,,53046.69,2.3999999999999986,0
2030,9438,,36.1821,-120.31208,p9,6,,12634.098999999998,0.2541543937708564,0
2030,9834,,35.4988,-120.69145,p9,6,,14603.573,9.657866963292548,0
2030,9792,,35.546326,-120.708725,p9,6,,21117.752,97.84944160177976,0
2030,9595,,36.004414000000004,-120.17831,p9,6,,23141.48,20.586505895439377,0
2030,9596,,35.956863,-120.16129,p9,6,,23286.225,0.2541543937708564,0
2030,9793,,35.606506,-120.66117,p9,6,,24231.508,83.35787675194663,0
2032,314,,47.053204,-120.51775,p1,3,,12552.883999999998,0.5,0
2032,11835,,33.965022999999995,-117.44759,p10,6,,2607.9307,10.59921713369329,0
2032,10148,,35.315983,-118.96942,p10,6,,2981.9246,10.346854820986309,0
2032,11719,,34.050117,-117.54101,p10,6,,3417.8198,22.20788351821452,0
2032,11721,,34.06122,-117.47704,p10,6,,3648.1838,0.7570869381209493,0
2032,11951,,33.84662,-117.5458,p10,6,,4142.2236,13.122840260763123,0
2032,13461,,32.744026,-114.70852,p10,6,,4473.7935,9.085043257451392,0
2032,10085,,35.42331,-118.93656,p10,6,,5035.5347,0.2523623127069831,0
2032,11730,,34.094326,-117.285034,p10,6,,5761.979,6.813782443088544,0
2032,11604,,34.098194,-117.55581,p10,6,,5860.029,7.570869381209493,0
2032,10922,,34.371902,-118.860855,p10,6,,6504.3164,0.2523623127069831,0
2032,11728,,34.035217,-117.334404,p10,6,,7758.694,130.4713156695103,0
2032,11215,,34.286587,-118.4939,p10,6,,7860.028,35.07836146627065,0
2032,11060,,34.287859999999995,-118.76543999999998,p10,6,,8083.753000000001,2.5236231270698317,0
2032,11718,,33.990902,-117.59013,p10,6,,8347.527,76.97050537562986,0
2032,11714,,34.038982,-117.60496,p10,6,,8356.905999999999,13.627564886177089,0
2032,10087,,35.37554,-118.92053,p10,6,,8377.487,14.509404019477714,0
2032,11858,,34.14852,-116.35859,p10,7,,18401.17,8.397179739507958,0
2032,11856,,34.079227,-116.472916,p10,7,,20456.236,2.583747612156295,0
2032,11857,,34.089787,-116.40877,p10,7,,117431.664,78.14399572525883,0
2032,13042,,32.770965999999994,-117.02311,p11,6,,323.3736,0.9683925773195876,0
2032,13160,,32.674343,-116.99478,p11,6,,5668.8203,18.399458969072164,0
2032,13261,,32.61513,-117.04343,p11,6,,7617.384,6.7787480412371135,0
2032,13158,,32.73353,-116.94606,p11,6,,8101.735,5.953400412371136,0
2032,9745,,36.79183,-114.15926,p13,5,,30567.682,6.356985081081081,0
2032,9747,,36.80115,-114.092224,p13,5,,40542.805,6.443014918918948,0
2032,754,,45.779340000000005,-111.125336,p18,2,,4266.7085,1.8375384615384602,0
2032,591,,46.573597,-112.062546,p18,3,,9820.824,9.241323832923833,0
2032,779,,45.68057,-110.62238,p18,3,,10772.159,1.9119980343980345,0
2032,750,,45.763767,-111.28072,p18,3,,12531.99,0.318666339066339,0
2032,567,,46.621693,-112.07601,p18,3,,22295.428,0.6904733320733243,0
2032,845,,45.723392,-108.48793,p20,3,,3943.4148,1.8144,0
2032,816,,45.78447,-108.34219,p20,3,,8454.815,1.1856,0
2032,7237,,39.645092,-110.76543,p25,5,,843.6955,4.867444255975326,0
2032,8538,,38.579754,-109.60382,p25,5,,5673.4917,3.6505831919814944,0
2032,7236,,39.637493,-110.83582,p25,5,,5945.368,0.9734888511950652,0
2032,8539,,38.586735,-109.53441,p25,5,,7574.844,39.308483700848114,0
2032,10947,,35.201405,-114.08028,p27,6,,3519.6436,2.7840800834202293,0
2032,10946,,35.08698,-114.52548,p27,6,,7436.1284,7.5159199165797705,0
2032,13547,,32.675846,-114.493805,p28,7,,5455.411999999999,32.89999999999998,0
2032,14200,,32.070159999999994,-110.836845,p30,6,,4896.062,23.360000000000014,0
2032,14282,,32.305054,-107.77826,p31,6,,437.23062,17.02606788526435,0
2032,12102,,35.099277,-106.57132,p31,6,,1104.8547,6.18162442242796,0
2032,14807,,31.813198,-106.60987,p31,7,,5110.652,34.89230769230774,0
2032,8360,,39.039272,-108.41655,p33,5,,2132.0273,1.0368000000000002,0
2032,8068,,39.61901,-104.728065,p33,5,,4096.9688,119.86319999999996,0
2032,8605,,38.92872,-104.77772,p34,5,,3559.823,12.52777193136824,0
2032,9614,,38.0721,-102.570206,p34,5,,5029.1655,10.31698864936208,0
2032,8608,,38.880035,-104.7712,p34,5,,5328.7188,6.155239419269678,0
2032,531,,45.591522,-121.11373,p5,3,,1131.2489,4.157179331306992,0
2032,769,,44.279114,-121.10976,p5,3,,3019.8196,10.133124620060793,0
2032,715,,44.621094,-121.17671,p5,3,,6510.3413,13.510832826747723,0
2032,503,,45.68119,-121.47882,p5,3,,7857.986999999999,11.432243161094227,0
2032,768,,44.326145,-121.12987,p5,3,,7900.9854,0.779471124620061,0
2032,551,,45.827877,-119.34431,p5,3,,8023.5605,22.56437970540101,0
2032,765,,44.253525,-121.25785,p5,4,,9217.217,37.8432,0
2032,861,,43.979927,-121.378334,p5,4,,9485.41,3.888,0
2032,800,,44.219315,-121.16369,p5,4,,15843.927,4.147199999999999,0
2032,798,,44.206512,-121.23766,p5,4,,17313.236,0.2591999999999999,0
2032,797,,44.146667,-121.2914,p5,4,,23590.7,11.285169230769274,0
2032,14814,,31.879026,-106.42706,p59,7,,5988.484,5.0,0
2032,1527,,42.182365,-122.62987,p6,4,,645.1009,0.5184000000000001,0
2032,1712,,42.188034,-121.784225,p6,4,,2851.4126,4.381599999999999,0
2032,803,,44.745987,-117.87875,p7,3,,11777.316,2.692731753554502,0
2032,772,,44.79343,-117.89646,p7,3,,11844.818,3.3659146919431278,0
2032,916,,44.22686,-116.97883600000002,p7,3,,102972.23,16.64135355450236,0
2032,4022,,40.394806,-120.52324,p8,5,,53046.69,2.3999999999999986,0
2032,9438,,36.1821,-120.31208,p9,6,,12634.098999999998,0.2541543937708564,0
2032,9834,,35.4988,-120.69145,p9,6,,14603.573,9.657866963292548,0
2032,9792,,35.546326,-120.708725,p9,6,,21117.752,97.84944160177976,0
2032,9595,,36.004414000000004,-120.17831,p9,6,,23141.48,20.586505895439377,0
2032,9596,,35.956863,-120.16129,p9,6,,23286.225,0.2541543937708564,0
2032,9793,,35.606506,-120.66117,p9,6,,24231.508,83.35787675194663,0
2034,314,,47.053204,-120.51775,p1,3,,12552.883999999998,0.5,0
2034,11835,,33.965022999999995,-117.44759,p10,6,,2607.9307,10.59921713369329,0
2034,10148,,35.315983,-118.96942,p10,6,,2981.9246,10.346854820986309,0
2034,11719,,34.050117,-117.54101,p10,6,,3417.8198,22.20788351821452,0
2034,11721,,34.06122,-117.47704,p10,6,,3648.1838,0.7570869381209493,0
2034,11951,,33.84662,-117.5458,p10,6,,4142.2236,13.122840260763123,0
2034,13461,,32.744026,-114.70852,p10,6,,4473.7935,9.085043257451392,0
2034,10085,,35.42331,-118.93656,p10,6,,5035.5347,0.2523623127069831,0
2034,11730,,34.094326,-117.285034,p10,6,,5761.979,6.813782443088544,0
2034,11604,,34.098194,-117.55581,p10,6,,5860.029,7.570869381209493,0
2034,10922,,34.371902,-118.860855,p10,6,,6504.3164,0.2523623127069831,0
2034,11728,,34.035217,-117.334404,p10,6,,7758.694,130.4713156695103,0
2034,11215,,34.286587,-118.4939,p10,6,,7860.028,35.07836146627065,0
2034,11060,,34.287859999999995,-118.76543999999998,p10,6,,8083.753000000001,2.5236231270698317,0
2034,11718,,33.990902,-117.59013,p10,6,,8347.527,76.97050537562986,0
2034,11714,,34.038982,-117.60496,p10,6,,8356.905999999999,13.627564886177089,0
2034,10087,,35.37554,-118.92053,p10,6,,8377.487,14.509404019477714,0
2034,11858,,34.14852,-116.35859,p10,7,,18401.17,8.397179739507958,0
2034,11856,,34.079227,-116.472916,p10,7,,20456.236,2.583747612156295,0
2034,11857,,34.089787,-116.40877,p10,7,,117431.664,78.14399572525883,0
2034,13042,,32.770965999999994,-117.02311,p11,6,,323.3736,0.9683925773195876,0
2034,13160,,32.674343,-116.99478,p11,6,,5668.8203,18.399458969072164,0
2034,13261,,32.61513,-117.04343,p11,6,,7617.384,6.7787480412371135,0
2034,13158,,32.73353,-116.94606,p11,6,,8101.735,5.953400412371136,0
2034,9745,,36.79183,-114.15926,p13,5,,30567.682,6.356985081081081,0
