reeds_ba,state_abbr,year,pollutant,tonnes,model,cr,md,damage_$,mortality
p31,NM,2014,SO2,28938.4,EASIUR,ACS,6351.66,183806958.93,26.5129
p31,NM,2014,SO2,28938.4,EASIUR,H6C,16318.29,472225105.52,68.1152
p31,NM,2014,SO2,28938.4,InMAP,ACS,8437.86,244178139.03,35.221
p31,NM,2014,SO2,28938.4,InMAP,H6C,21678.41,627338360.12,90.4892
p31,NM,2016,SO2,3917.22,AP2,ACS,8813.66,34525030.44,4.98
p31,NM,2016,SO2,3917.22,AP2,H6C,22643.95,88701337.0,12.7945
p31,NM,2016,SO2,3917.22,EASIUR,ACS,6351.66,24880863.79,3.5889
p31,NM,2016,SO2,3917.22,EASIUR,H6C,16318.29,63922326.97,9.2203
p31,NM,2016,SO2,3917.22,InMAP,ACS,8437.86,33052954.32,4.7677
p31,NM,2016,SO2,3917.22,InMAP,H6C,21678.41,84919093.26,12.249
p31,NM,2018,SO2,14491.46,AP2,ACS,8813.66,127722782.45,18.4231
p31,NM,2018,SO2,14491.46,AP2,H6C,22643.95,328143999.42,47.3325
p31,NM,2018,SO2,14491.46,EASIUR,ACS,6351.66,92044905.17,13.2768
p31,NM,2018,SO2,14491.46,EASIUR,H6C,16318.29,236475894.65,34.11
p31,NM,2018,SO2,14491.46,InMAP,ACS,8437.86,122276946.33,17.6376
p31,NM,2018,SO2,14491.46,InMAP,H6C,21678.41,314151870.0,45.3142
p31,NM,2020,SO2,2835.45,AP2,ACS,8813.66,24990725.11,3.6047
p31,NM,2020,SO2,2835.45,AP2,H6C,22643.95,64205902.27,9.2613
p31,NM,2020,SO2,2835.45,EASIUR,ACS,6351.66,18009856.03,2.5978
p31,NM,2020,SO2,2835.45,EASIUR,H6C,16318.29,46269772.44,6.6741
p31,NM,2020,SO2,2835.45,InMAP,ACS,8437.86,23925172.12,3.451
p31,NM,2020,SO2,2835.45,InMAP,H6C,21678.41,61468149.04,8.8664
p31,NM,2022,SO2,10710.64,AP2,ACS,8813.66,94399939.03,13.6165
p31,NM,2022,SO2,10710.64,AP2,H6C,22643.95,242531308.38,34.9834
p31,NM,2022,SO2,10710.64,EASIUR,ACS,6351.66,68030411.41,9.8129
p31,NM,2022,SO2,10710.64,EASIUR,H6C,16318.29,174779390.24,25.2107
p31,NM,2022,SO2,10710.64,InMAP,ACS,8437.86,90374920.25,13.036
p31,NM,2022,SO2,10710.64,InMAP,H6C,21678.41,232189722.18,33.4917
p31,NM,2024,SO2,1284.88,AP2,ACS,8813.66,11324524.73,1.6335
p31,NM,2024,SO2,1284.88,AP2,H6C,22643.95,29094847.17,4.1967
p31,NM,2024,SO2,1284.88,EASIUR,ACS,6351.66,8161150.15,1.1772
p31,NM,2024,SO2,1284.88,EASIUR,H6C,16318.29,20967105.99,3.0244
p31,NM,2024,SO2,1284.88,InMAP,ACS,8437.86,10841670.34,1.5638
p31,NM,2024,SO2,1284.88,InMAP,H6C,21678.41,27854236.75,4.0178
p31,NM,2026,SO2,1006.34,AP2,ACS,8813.66,8869556.22,1.2794
p31,NM,2026,SO2,1006.34,AP2,H6C,22643.95,22787568.49,3.2869
p31,NM,2026,SO2,1006.34,EASIUR,ACS,6351.66,6391948.61,0.922
p31,NM,2026,SO2,1006.34,EASIUR,H6C,16318.29,16421786.33,2.3687
p31,NM,2026,SO2,1006.34,InMAP,ACS,8437.86,8491376.63,1.2248
p31,NM,2026,SO2,1006.34,InMAP,H6C,21678.41,21815901.76,3.1468
p31,NM,2028,SO2,1424.83,AP2,ACS,8813.66,12557997.58,1.8114
p31,NM,2028,SO2,1424.83,AP2,H6C,22643.95,32263872.36,4.6538
p31,NM,2028,SO2,1424.83,EASIUR,ACS,6351.66,9050066.67,1.3054
p31,NM,2028,SO2,1424.83,EASIUR,H6C,16318.29,23250853.57,3.3538
p31,NM,2028,SO2,1424.83,InMAP,ACS,8437.86,12022550.45,1.7342
p31,NM,2028,SO2,1424.83,InMAP,H6C,21678.41,30888134.03,4.4554
p31,NM,2030,SO2,1818.05,AP2,ACS,8813.66,16023657.32,2.3113
p31,NM,2030,SO2,1818.05,AP2,H6C,22643.95,41167808.11,5.9382
p31,NM,2030,SO2,1818.05,EASIUR,ACS,6351.66,11547634.58,1.6657
p31,NM,2030,SO2,1818.05,EASIUR,H6C,16318.29,29667445.61,4.2793
p31,NM,2030,SO2,1818.05,InMAP,ACS,8437.86,15340441.61,2.2128
p31,NM,2030,SO2,1818.05,InMAP,H6C,21678.41,39412404.08,5.685
p32,SD,2010,SO2,378.4,AP2,ACS,11761.45,4450592.13,0.642
p32,SD,2010,SO2,378.4,AP2,H6C,30217.8,11434566.22,1.6494
p32,SD,2010,SO2,378.4,EASIUR,ACS,9329.51,3530332.8,0.5092
p32,SD,2010,SO2,378.4,EASIUR,H6C,23969.35,9070119.79,1.3083
p32,SD,2010,SO2,378.4,InMAP,ACS,7302.28,2763220.61,0.3986
p32,SD,2010,SO2,378.4,InMAP,H6C,18760.74,7099158.37,1.024
p32,SD,2034,SO2,0.56,AP2,ACS,11761.45,6564.89,0.0009
p32,SD,2034,SO2,0.56,AP2,H6C,30217.8,16866.67,0.0024
p32,SD,2034,SO2,0.56,EASIUR,ACS,9329.51,5207.45,0.0008
p32,SD,2034,SO2,0.56,EASIUR,H6C,23969.35,13378.97,0.0019
p32,SD,2034,SO2,0.56,InMAP,ACS,7302.28,4075.92,0.0006
p32,SD,2034,SO2,0.56,InMAP,H6C,18760.74,10471.68,0.0015
p32,SD,2036,SO2,0.36,AP2,ACS,11761.45,4275.41,0.0006
p32,SD,2036,SO2,0.36,AP2,H6C,30217.8,10984.48,0.0016
p32,SD,2036,SO2,0.36,EASIUR,ACS,9329.51,3391.37,0.0005
p32,SD,2036,SO2,0.36,EASIUR,H6C,23969.35,8713.1,0.0013
p32,SD,2036,SO2,0.36,InMAP,ACS,7302.28,2654.45,0.0004
p32,SD,2036,SO2,0.36,InMAP,H6C,18760.74,6819.72,0.001
p32,SD,2048,SO2,4.16,AP2,ACS,11761.45,48872.34,0.007
p32,SD,2048,SO2,4.16,AP2,H6C,30217.8,125563.96,0.0181
p32,SD,2048,SO2,4.16,EASIUR,ACS,9329.51,38766.89,0.0056
p32,SD,2048,SO2,4.16,EASIUR,H6C,23969.35,99599.77,0.0144
p32,SD,2048,SO2,4.16,InMAP,ACS,7302.28,30343.17,0.0044
p32,SD,2048,SO2,4.16,InMAP,H6C,18760.74,77956.47,0.0112
p32,SD,2050,SO2,0.9,AP2,ACS,11761.45,10551.59,0.0015
p32,SD,2050,SO2,0.9,AP2,H6C,30217.8,27109.4,0.0039
p32,SD,2050,SO2,0.9,EASIUR,ACS,9329.51,8369.81,0.0012
p32,SD,2050,SO2,0.9,EASIUR,H6C,23969.35,21503.7,0.0031
p32,SD,2050,SO2,0.9,InMAP,ACS,7302.28,6551.12,0.0009
p32,SD,2050,SO2,0.9,InMAP,H6C,18760.74,16830.89,0.0024
p33,CO,2010,SO2,28605.4,AP2,ACS,7640.39,218556473.5,31.5252
p33,CO,2010,SO2,28605.4,AP2,H6C,19629.45,561508345.54,80.9937
p33,CO,2010,SO2,28605.4,EASIUR,ACS,7494.83,214392573.64,30.9246
p33,CO,2010,SO2,28605.4,EASIUR,H6C,19255.45,550809928.63,79.4505
p33,CO,2010,SO2,28605.4,InMAP,ACS,8588.34,245672783.0,35.4366
p33,CO,2010,SO2,28605.4,InMAP,H6C,22065.03,631178989.96,91.0432
p33,CO,2012,SO2,16766.23,AP2,ACS,7640.39,128100605.2,18.4776
p33,CO,2012,SO2,16766.23,AP2,H6C,19629.45,329112003.58,47.4721
p33,CO,2012,SO2,16766.23,EASIUR,ACS,7494.83,125660054.79,18.1256
p33,CO,2012,SO2,16766.23,EASIUR,H6C,19255.45,322841433.51,46.5676
p33,CO,2012,SO2,16766.23,InMAP,ACS,8588.34,143994051.88,20.7701
p33,CO,2012,SO2,16766.23,InMAP,H6C,22065.03,369947452.52,53.3623
p33,CO,2014,SO2,23818.54,AP2,ACS,7640.39,181983008.41,26.2498
p33,CO,2014,SO2,23818.54,AP2,H6C,19629.45,467544961.4,67.4401
p33,CO,2014,SO2,23818.54,EASIUR,ACS,7494.83,178515899.83,25.7497
p33,CO,2014,SO2,23818.54,EASIUR,H6C,19255.45,458636828.58,66.1552
p33,CO,2014,SO2,23818.54,InMAP,ACS,8588.34,204561646.78,29.5066
p33,CO,2014,SO2,23818.54,InMAP,H6C,22065.03,525556848.51,75.8079
p33,CO,2016,SO2,9893.74,AP2,ACS,7640.39,75592017.74,10.9036
p33,CO,2016,SO2,9893.74,AP2,H6C,19629.45,194208609.5,28.0132
p33,CO,2016,SO2,9893.74,EASIUR,ACS,7494.83,74151851.79,10.6959
p33,CO,2016,SO2,9893.74,EASIUR,H6C,19255.45,190508353.42,27.4795
p33,CO,2016,SO2,9893.74,InMAP,ACS,8588.34,84970722.09,12.2564
p33,CO,2016,SO2,9893.74,InMAP,H6C,22065.03,218305560.3,31.4891
p33,CO,2018,SO2,16460.63,AP2,ACS,7640.39,125765693.66,18.1408
p33,CO,2018,SO2,16460.63,AP2,H6C,19629.45,323113223.05,46.6068
p33,CO,2018,SO2,16460.63,EASIUR,ACS,7494.83,123369627.57,17.7952
p33,CO,2018,SO2,16460.63,EASIUR,H6C,19255.45,316956947.72,45.7188
p33,CO,2018,SO2,16460.63,InMAP,ACS,8588.34,141369447.77,20.3916
p33,CO,2018,SO2,16460.63,InMAP,H6C,22065.03,363204357.3,52.3897
p33,CO,2020,SO2,8236.31,AP2,ACS,7640.39,62928632.4,9.077
p33,CO,2020,SO2,8236.31,AP2,H6C,19629.45,161674242.37,23.3204
p33,CO,2020,SO2,8236.31,EASIUR,ACS,7494.83,61729727.06,8.9041
p33,CO,2020,SO2,8236.31,EASIUR,H6C,19255.45,158593863.49,22.8761
p33,CO,2020,SO2,8236.31,InMAP,ACS,8588.34,70736190.08,10.2032
p33,CO,2020,SO2,8236.31,InMAP,H6C,22065.03,181734404.86,26.2139
p33,CO,2022,SO2,16340.48,AP2,ACS,7640.39,124847637.69,18.0084
p33,CO,2022,SO2,16340.48,AP2,H6C,19629.45,320754582.84,46.2666
p33,CO,2022,SO2,16340.48,EASIUR,ACS,7494.83,122469062.25,17.6653
p33,CO,2022,SO2,16340.48,EASIUR,H6C,19255.45,314643246.68,45.3851
p33,CO,2022,SO2,16340.48,InMAP,ACS,8588.34,140337488.57,20.2427
p33,CO,2022,SO2,16340.48,InMAP,H6C,22065.03,360553062.53,52.0073
p33,CO,2024,SO2,3699.3,AP2,ACS,7640.39,28264094.71,4.0769
p33,CO,2024,SO2,3699.3,AP2,H6C,19629.45,72615213.85,10.4742
p33,CO,2024,SO2,3699.3,EASIUR,ACS,7494.83,27725612.11,3.9992
p33,CO,2024,SO2,3699.3,EASIUR,H6C,19255.45,71231676.39,10.2747
p33,CO,2024,SO2,3699.3,InMAP,ACS,8588.34,31770821.96,4.5827
p33,CO,2024,SO2,3699.3,InMAP,H6C,22065.03,81625140.03,11.7739
p33,CO,2026,SO2,2857.59,AP2,ACS,7640.39,21833114.61,3.1493
p33,CO,2026,SO2,2857.59,AP2,H6C,19629.45,56092944.16,8.091
p33,CO,2026,SO2,2857.59,EASIUR,ACS,7494.83,21417153.92,3.0893
p33,CO,2026,SO2,2857.59,EASIUR,H6C,19255.45,55024205.45,7.9369
p33,CO,2026,SO2,2857.59,InMAP,ACS,8588.34,24541949.92,3.54
p33,CO,2026,SO2,2857.59,InMAP,H6C,22065.03,63052825.69,9.0949
p33,CO,2028,SO2,2199.73,AP2,ACS,7640.39,16806814.23,2.4243
p33,CO,2028,SO2,2199.73,AP2,H6C,19629.45,43179532.95,6.2283
p33,CO,2028,SO2,2199.73,EASIUR,ACS,7494.83,16486613.73,2.3781
p33,CO,2028,SO2,2199.73,EASIUR,H6C,19255.45,42356833.43,6.1097
p33,CO,2028,SO2,2199.73,InMAP,ACS,8588.34,18892036.27,2.725
p33,CO,2028,SO2,2199.73,InMAP,H6C,22065.03,48537148.58,7.0011
p33,CO,2030,SO2,629.09,AP2,ACS,7640.39,4806512.03,0.6933
p33,CO,2030,SO2,629.09,AP2,H6C,19629.45,12348737.94,1.7812
p33,CO,2030,SO2,629.09,EASIUR,ACS,7494.83,4714939.2,0.6801
p33,CO,2030,SO2,629.09,EASIUR,H6C,19255.45,12113457.47,1.7473
p33,CO,2030,SO2,629.09,InMAP,ACS,8588.34,5402856.14,0.7793
p33,CO,2030,SO2,629.09,InMAP,H6C,22065.03,13880940.5,2.0022
p33,CO,2032,SO2,949.49,AP2,ACS,7640.39,7254496.34,1.0464
p33,CO,2032,SO2,949.49,AP2,H6C,19629.45,18638021.42,2.6884
p33,CO,2032,SO2,949.49,EASIUR,ACS,7494.83,7116284.94,1.0265
p33,CO,2032,SO2,949.49,EASIUR,H6C,19255.45,18282911.25,2.6372
p33,CO,2032,SO2,949.49,InMAP,ACS,8588.34,8154561.96,1.1762
p33,CO,2032,SO2,949.49,InMAP,H6C,22065.03,20950583.6,3.022
p33,CO,2034,SO2,1204.25,AP2,ACS,7640.39,9200976.3,1.3272
p33,CO,2034,SO2,1204.25,AP2,H6C,19629.45,23638855.88,3.4097
p33,CO,2034,SO2,1204.25,EASIUR,ACS,7494.83,9025680.9,1.3019
p33,CO,2034,SO2,1204.25,EASIUR,H6C,19255.45,23188464.82,3.3448
p33,CO,2034,SO2,1204.25,InMAP,ACS,8588.34,10342541.76,1.4918
p33,CO,2034,SO2,1204.25,InMAP,H6C,22065.03,26571909.92,3.8328
p33,CO,2036,SO2,686.85,AP2,ACS,7640.39,5247822.47,0.757
p33,CO,2036,SO2,686.85,AP2,H6C,19629.45,13482538.7,1.9448
p33,CO,2036,SO2,686.85,EASIUR,ACS,7494.83,5147841.87,0.7425
p33,CO,2036,SO2,686.85,EASIUR,H6C,19255.45,13225655.93,1.9077
p33,CO,2036,SO2,686.85,InMAP,ACS,8588.34,5898919.99,0.8509
p33,CO,2036,SO2,686.85,InMAP,H6C,22065.03,15155420.62,2.1861
p33,CO,2038,SO2,546.64,AP2,ACS,7640.39,4176555.21,0.6024
p33,CO,2038,SO2,546.64,AP2,H6C,19629.45,10730272.91,1.5478
p33,CO,2038,SO2,546.64,EASIUR,ACS,7494.83,4096984.21,0.591
p33,CO,2038,SO2,546.64,EASIUR,H6C,19255.45,10525829.05,1.5183
p33,CO,2038,SO2,546.64,InMAP,ACS,8588.34,4694740.57,0.6772
p33,CO,2038,SO2,546.64,InMAP,H6C,22065.03,12061660.12,1.7398
p33,CO,2040,SO2,23.65,AP2,ACS,7640.39,180665.41,0.0261
p33,CO,2040,SO2,23.65,AP2,H6C,19629.45,464159.84,0.067
p33,CO,2040,SO2,23.65,EASIUR,ACS,7494.83,177223.41,0.0256
p33,CO,2040,SO2,23.65,EASIUR,H6C,19255.45,455316.2,0.0657
p33,CO,2040,SO2,23.65,InMAP,ACS,8588.34,203080.58,0.0293
p33,CO,2040,SO2,23.65,InMAP,H6C,22065.03,521751.71,0.0753
p33,CO,2042,SO2,62.82,AP2,ACS,7640.39,480007.22,0.0692
p33,CO,2042,SO2,62.82,AP2,H6C,19629.45,1233219.3,0.1779
p33,CO,2042,SO2,62.82,EASIUR,ACS,7494.83,470862.21,0.0679
p33,CO,2042,SO2,62.82,EASIUR,H6C,19255.45,1209722.78,0.1745
p33,CO,2042,SO2,62.82,InMAP,ACS,8588.34,539561.74,0.0778
p33,CO,2042,SO2,62.82,InMAP,H6C,22065.03,1386234.27,0.2
p33,CO,2044,SO2,18.53,AP2,ACS,7640.39,141549.89,0.0204
p33,CO,2044,SO2,18.53,AP2,H6C,19629.45,363665.49,0.0525
p33,CO,2044,SO2,18.53,EASIUR,ACS,7494.83,138853.11,0.02
p33,CO,2044,SO2,18.53,EASIUR,H6C,19255.45,356736.57,0.0515
p33,CO,2044,SO2,18.53,InMAP,ACS,8588.34,159111.99,0.023
p33,CO,2044,SO2,18.53,InMAP,H6C,22065.03,408788.25,0.059
p33,CO,2046,SO2,146.85,AP2,ACS,7640.39,1121998.38,0.1618
p33,CO,2046,SO2,146.85,AP2,H6C,19629.45,2882602.57,0.4158
p33,CO,2046,SO2,146.85,EASIUR,ACS,7494.83,1100622.26,0.1588
p33,CO,2046,SO2,146.85,EASIUR,H6C,19255.45,2827680.35,0.4079
p33,CO,2046,SO2,146.85,InMAP,ACS,8588.34,1261204.76,0.1819
p33,CO,2046,SO2,146.85,InMAP,H6C,22065.03,3240269.17,0.4674
p33,CO,2048,SO2,459.86,AP2,ACS,7640.39,3513530.41,0.5068
p33,CO,2048,SO2,459.86,AP2,H6C,19629.45,9026850.66,1.3021
p33,CO,2048,SO2,459.86,EASIUR,ACS,7494.83,3446591.24,0.4971
p33,CO,2048,SO2,459.86,EASIUR,H6C,19255.45,8854862.1,1.2773
p33,CO,2048,SO2,459.86,InMAP,ACS,8588.34,3949454.25,0.5697
p33,CO,2048,SO2,459.86,InMAP,H6C,22065.03,10146881.21,1.4636
p33,CO,2050,SO2,38.76,AP2,ACS,7640.39,296125.27,0.0427
p33,CO,2050,SO2,38.76,AP2,H6C,19629.45,760795.63,0.1097
p33,CO,2050,SO2,38.76,EASIUR,ACS,7494.83,290483.54,0.0419
p33,CO,2050,SO2,38.76,EASIUR,H6C,19255.45,746300.19,0.1076
p33,CO,2050,SO2,38.76,InMAP,ACS,8588.34,332865.54,0.048
p33,CO,2050,SO2,38.76,InMAP,H6C,22065.03,855193.37,0.1234
p34,CO,2010,SO2,13373.56,AP2,ACS,8117.95,108565894.12,15.6599
p34,CO,2010,SO2,13373.56,AP2,H6C,20856.46,278925053.72,40.233
p34,CO,2010,SO2,13373.56,EASIUR,ACS,7019.1,93870283.39,13.5401
p34,CO,2010,SO2,13373.56,EASIUR,H6C,18033.14,241167236.07,34.7867
p34,CO,2010,SO2,13373.56,InMAP,ACS,8063.77,107841324.55,15.5554
p34,CO,2010,SO2,13373.56,InMAP,H6C,20717.25,277063398.1,39.9645
p34,CO,2012,SO2,4343.06,AP2,ACS,8117.95,35256788.81,5.0855
p34,CO,2012,SO2,4343.06,AP2,H6C,20856.46,90580948.93,13.0657
p34,CO,2012,SO2,4343.06,EASIUR,ACS,7019.1,30484387.23,4.3972
p34,CO,2012,SO2,4343.06,EASIUR,H6C,18033.14,78319092.54,11.297
p34,CO,2012,SO2,4343.06,InMAP,ACS,8063.77,35021484.74,5.0516
p34,CO,2012,SO2,4343.06,InMAP,H6C,20717.25,89976376.02,12.9785
p34,CO,2014,SO2,10992.7,AP2,ACS,8117.95,89238182.03,12.872
p34,CO,2014,SO2,10992.7,AP2,H6C,20856.46,229268730.45,33.0704
p34,CO,2014,SO2,10992.7,EASIUR,ACS,7019.1,77158793.78,11.1296
p34,CO,2014,SO2,10992.7,EASIUR,H6C,18033.14,198232841.77,28.5937
p34,CO,2014,SO2,10992.7,InMAP,ACS,8063.77,88642605.75,12.7861
p34,CO,2014,SO2,10992.7,InMAP,H6C,20717.25,227738500.68,32.8497
p34,CO,2016,SO2,1669.08,AP2,ACS,8117.95,13549488.82,1.9544
p34,CO,2016,SO2,1669.08,AP2,H6C,20856.46,34811041.97,5.0212
p34,CO,2016,SO2,1669.08,EASIUR,ACS,7019.1,11715413.63,1.6899
p34,CO,2016,SO2,1669.08,EASIUR,H6C,18033.14,30098704.53,4.3415
p34,CO,2016,SO2,1669.08,InMAP,ACS,8063.77,13459059.43,1.9414
p34,CO,2016,SO2,1669.08,InMAP,H6C,20717.25,34578699.37,4.9877
p34,CO,2018,SO2,5766.62,AP2,ACS,8117.95,46813101.53,6.7525
p34,CO,2018,SO2,5766.62,AP2,H6C,20856.46,120271167.71,17.3483
p34,CO,2018,SO2,5766.62,EASIUR,ACS,7019.1,40476423.49,5.8384
p34,CO,2018,SO2,5766.62,EASIUR,H6C,18033.14,103990174.81,14.9999
p34,CO,2018,SO2,5766.62,InMAP,ACS,8063.77,46500670.55,6.7074
p34,CO,2018,SO2,5766.62,InMAP,H6C,20717.25,119468430.58,17.2325
p34,CO,2020,SO2,538.22,AP2,ACS,8117.95,4369251.38,0.6302
p34,CO,2020,SO2,538.22,AP2,H6C,20856.46,11225382.38,1.6192
p34,CO,2020,SO2,538.22,EASIUR,ACS,7019.1,3777824.23,0.5449
p34,CO,2020,SO2,538.22,EASIUR,H6C,18033.14,9705813.11,1.4
p34,CO,2020,SO2,538.22,InMAP,ACS,8063.77,4340090.96,0.626
p34,CO,2020,SO2,538.22,InMAP,H6C,20717.25,11150459.76,1.6084
p34,CO,2022,SO2,4979.25,AP2,ACS,8117.95,40421282.75,5.8305
p34,CO,2022,SO2,4979.25,AP2,H6C,20856.46,103849450.64,14.9796
p34,CO,2022,SO2,4979.25,EASIUR,ACS,7019.1,34949809.03,5.0413
p34,CO,2022,SO2,4979.25,EASIUR,H6C,18033.14,89791449.87,12.9518
p34,CO,2022,SO2,4979.25,InMAP,ACS,8063.77,40151510.82,5.7916
p34,CO,2022,SO2,4979.25,InMAP,H6C,20717.25,103156318.53,14.8796
p34,CO,2024,SO2,283.37,AP2,ACS,8117.95,2300372.0,0.3318
p34,CO,2024,SO2,283.37,AP2,H6C,20856.46,5910064.02,0.8525
p34,CO,2024,SO2,283.37,EASIUR,ACS,7019.1,1988990.87,0.2869
p34,CO,2024,SO2,283.37,EASIUR,H6C,18033.14,5110024.31,0.7371
p34,CO,2024,SO2,283.37,InMAP,ACS,8063.77,2285019.3,0.3296
p34,CO,2024,SO2,283.37,InMAP,H6C,20717.25,5870617.92,0.8468
p34,CO,2026,SO2,80.88,AP2,ACS,8117.95,656561.91,0.0947
p34,CO,2026,SO2,80.88,AP2,H6C,20856.46,1686824.08,0.2433
p34,CO,2026,SO2,80.88,EASIUR,ACS,7019.1,567688.89,0.0819
p34,CO,2026,SO2,80.88,EASIUR,H6C,18033.14,1458480.32,0.2104
p34,CO,2026,SO2,80.88,InMAP,ACS,8063.77,652180.01,0.0941
p34,CO,2026,SO2,80.88,InMAP,H6C,20717.25,1675565.56,0.2417
p34,CO,2028,SO2,178.64,AP2,ACS,8117.95,1450195.4,0.2092
p34,CO,2028,SO2,178.64,AP2,H6C,20856.46,3725809.41,0.5374
p34,CO,2028,SO2,178.64,EASIUR,ACS,7019.1,1253895.2,0.1809
p34,CO,2028,SO2,178.64,EASIUR,H6C,18033.14,3221450.16,0.4647
p34,CO,2028,SO2,178.64,InMAP,ACS,8063.77,1440516.79,0.2078
p34,CO,2028,SO2,178.64,InMAP,H6C,20717.25,3700941.89,0.5338
p34,CO,2030,SO2,375.62,AP2,ACS,8117.95,3049248.36,0.4398
p34,CO,2030,SO2,375.62,AP2,H6C,20856.46,7834060.31,1.13
p34,CO,2030,SO2,375.62,EASIUR,ACS,7019.1,2636498.41,0.3803
p34,CO,2030,SO2,375.62,EASIUR,H6C,18033.14,6773571.06,0.977
p34,CO,2030,SO2,375.62,InMAP,ACS,8063.77,3028897.65,0.4369
p34,CO,2030,SO2,375.62,InMAP,H6C,20717.25,7781772.7,1.1225
p34,CO,2032,SO2,324.71,AP2,ACS,8117.95,2635969.22,0.3802
p34,CO,2032,SO2,324.71,AP2,H6C,20856.46,6772272.84,0.9769
p34,CO,2032,SO2,324.71,EASIUR,ACS,7019.1,2279161.24,0.3288
p34,CO,2032,SO2,324.71,EASIUR,H6C,18033.14,5855516.75,0.8446
p34,CO,2032,SO2,324.71,InMAP,ACS,8063.77,2618376.74,0.3777
p34,CO,2032,SO2,324.71,InMAP,H6C,20717.25,6727072.03,0.9703
p34,CO,2034,SO2,364.37,AP2,ACS,8117.95,2957914.82,0.4267
p34,CO,2034,SO2,364.37,AP2,H6C,20856.46,7599408.25,1.0962
p34,CO,2034,SO2,364.37,EASIUR,ACS,7019.1,2557527.9,0.3689
p34,CO,2034,SO2,364.37,EASIUR,H6C,18033.14,6570683.62,0.9478
p34,CO,2034,SO2,364.37,InMAP,ACS,8063.77,2938173.68,0.4238
p34,CO,2034,SO2,364.37,InMAP,H6C,20717.25,7548686.8,1.0888
p34,CO,2036,SO2,290.9,AP2,ACS,8117.95,2361506.68,0.3406
p34,CO,2036,SO2,290.9,AP2,H6C,20856.46,6067129.85,0.8751
p34,CO,2036,SO2,290.9,EASIUR,ACS,7019.1,2041850.28,0.2945
p34,CO,2036,SO2,290.9,EASIUR,H6C,18033.14,5245828.29,0.7567
p34,CO,2036,SO2,290.9,InMAP,ACS,8063.77,2345745.97,0.3384
p34,CO,2036,SO2,290.9,InMAP,H6C,20717.25,6026635.44,0.8693
p34,CO,2038,SO2,2.13,AP2,ACS,8117.95,17277.48,0.0025
p34,CO,2038,SO2,2.13,AP2,H6C,20856.46,44388.92,0.0064
p34,CO,2038,SO2,2.13,EASIUR,ACS,7019.1,14938.78,0.0022
p34,CO,2038,SO2,2.13,EASIUR,H6C,18033.14,38380.04,0.0055
p34,CO,2038,SO2,2.13,InMAP,ACS,8063.77,17162.17,0.0025
p34,CO,2038,SO2,2.13,InMAP,H6C,20717.25,44092.66,0.0064
p34,CO,2040,SO2,2.87,AP2,ACS,8117.95,23329.95,0.0034
p34,CO,2040,SO2,2.87,AP2,H6C,20856.46,59938.78,0.0086
p34,CO,2040,SO2,2.87,EASIUR,ACS,7019.1,20171.98,0.0029
p34,CO,2040,SO2,2.87,EASIUR,H6C,18033.14,51824.93,0.0075
p34,CO,2040,SO2,2.87,InMAP,ACS,8063.77,23174.25,0.0033
p34,CO,2040,SO2,2.87,InMAP,H6C,20717.25,59538.73,0.0086
p34,CO,2042,SO2,2.78,AP2,ACS,8117.95,22540.83,0.0033
p34,CO,2042,SO2,2.78,AP2,H6C,20856.46,57911.39,0.0084
p34,CO,2042,SO2,2.78,EASIUR,ACS,7019.1,19489.67,0.0028
p34,CO,2042,SO2,2.78,EASIUR,H6C,18033.14,50071.98,0.0072
p34,CO,2042,SO2,2.78,InMAP,ACS,8063.77,22390.39,0.0032
p34,CO,2042,SO2,2.78,InMAP,H6C,20717.25,57524.86,0.0083
p34,CO,2044,SO2,170.82,AP2,ACS,8117.95,1386691.58,0.2
p34,CO,2044,SO2,170.82,AP2,H6C,20856.46,3562656.83,0.5139
p34,CO,2044,SO2,170.82,EASIUR,ACS,7019.1,1198987.33,0.1729
p34,CO,2044,SO2,170.82,EASIUR,H6C,18033.14,3080383.38,0.4443
p34,CO,2044,SO2,170.82,InMAP,ACS,8063.77,1377436.79,0.1987
p34,CO,2044,SO2,170.82,InMAP,H6C,20717.25,3538878.25,0.5105
p34,CO,2046,SO2,2.76,AP2,ACS,8117.95,22412.91,0.0032
p34,CO,2046,SO2,2.76,AP2,H6C,20856.46,57582.75,0.0083
p34,CO,2046,SO2,2.76,EASIUR,ACS,7019.1,19379.07,0.0028
p34,CO,2046,SO2,2.76,EASIUR,H6C,18033.14,49787.82,0.0072
p34,CO,2046,SO2,2.76,InMAP,ACS,8063.77,22263.33,0.0032
p34,CO,2046,SO2,2.76,InMAP,H6C,20717.25,57198.42,0.0083
p34,CO,2048,SO2,3.52,AP2,ACS,8117.95,28573.3,0.0041
p34,CO,2048,SO2,3.52,AP2,H6C,20856.46,73409.87,0.0106
p34,CO,2048,SO2,3.52,EASIUR,ACS,7019.1,24705.58,0.0036
p34,CO,2048,SO2,3.52,EASIUR,H6C,18033.14,63472.45,0.0092
p34,CO,2048,SO2,3.52,InMAP,ACS,8063.77,28382.6,0.0041
p34,CO,2048,SO2,3.52,InMAP,H6C,20717.25,72919.91,0.0105
p34,CO,2050,SO2,2.87,AP2,ACS,8117.95,23329.95,0.0034
p34,CO,2050,SO2,2.87,AP2,H6C,20856.46,59938.78,0.0086
p34,CO,2050,SO2,2.87,EASIUR,ACS,7019.1,20171.98,0.0029
