"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"battery_4","new9","p6","2026","bin1",0.16065
"battery_4","new9","p8","2026","bin1",0.721417935848876
"battery_4","new9","p9","2026","bin1",10.849425352565
"battery_4","new9","p10","2026","bin1",134.681391567384
"battery_4","new9","p11","2026","bin1",1.40172551041679
"battery_4","new9","p12","2026","bin1",530.622737804448
"battery_4","new9","p13","2026","bin1",60.8436990800001
"battery_4","new9","p21","2026","bin1",23.9921417898418
"battery_4","new9","p23","2026","bin1",0.440283921407263
"battery_4","new9","p24","2026","bin1",102.040316822611
"battery_4","new9","p25","2026","bin1",96.7260633317229
"battery_4","new9","p26","2026","bin1",1.55239337926733
"battery_4","new9","p27","2026","bin1",112.170237527146
"battery_4","new9","p28","2026","bin1",394.950162968116
"battery_4","new9","p29","2026","bin1",0.2097375
"battery_4","new9","p30","2026","bin1",67.3641334470349
"battery_4","new9","p31","2026","bin1",87.6114435601005
"battery_4","new9","p33","2026","bin1",105.838809329101
"battery_4","new9","p59","2026","bin1",104.045693086718
"battery_4","new11","p5","2028","bin1",0.755135443398933
"battery_4","new11","p6","2028","bin1",0.393220918075856
"battery_4","new11","p7","2028","bin1",0.525164194593087
"battery_4","new11","p9","2028","bin1",9.52595
"battery_4","new11","p10","2028","bin1",479.919233004068
"battery_4","new11","p11","2028","bin1",292.924918045934
"battery_4","new11","p12","2028","bin1",586.225757852483
"battery_4","new11","p13","2028","bin1",1241.94283850095
"battery_4","new11","p19","2028","bin1",0.0813454552204943
"battery_4","new11","p21","2028","bin1",44.6179369054294
"battery_4","new11","p25","2028","bin1",464.86969130814
"battery_4","new11","p27","2028","bin1",73.1392288398769
"battery_4","new11","p28","2028","bin1",1197.13021364431
"battery_4","new11","p29","2028","bin1",10.20425
"battery_4","new11","p30","2028","bin1",444.126870984913
"battery_4","new11","p31","2028","bin1",67.4338460685553
"battery_4","new11","p33","2028","bin1",111.453590117788
"battery_4","new11","p59","2028","bin1",139.458871876697
"battery_4","new13","p1","2030","bin1",0.7490625
"battery_4","new13","p5","2030","bin1",66.1465702570832
"battery_4","new13","p6","2030","bin1",9.96605324063611
"battery_4","new13","p7","2030","bin1",0.224699967978711
"battery_4","new13","p8","2030","bin1",73.8595801677821
"battery_4","new13","p9","2030","bin1",721.221162500001
"battery_4","new13","p10","2030","bin1",20.3088375
"battery_4","new13","p12","2030","bin1",182.486140730884
"battery_4","new13","p13","2030","bin1",45.7794673386799
"battery_4","new13","p20","2030","bin1",85.5751018317186
"battery_4","new13","p21","2030","bin1",123.55308381744
"battery_4","new13","p22","2030","bin1",13.9090909090909
"battery_4","new13","p23","2030","bin1",21.2757292007684
"battery_4","new13","p25","2030","bin1",53.6082641049974
"battery_4","new13","p26","2030","bin1",0.811267177120836
"battery_4","new13","p27","2030","bin1",149.553358025615
"battery_4","new13","p28","2030","bin1",343.903546991693
