"Dim1","Dim2","Val"
"PA","2010",4.27917191047229
"PA","2012",2.28444596030944
"PA","2014",3.69164442024248
"PA","2016",1.4731017412329
"PA","2018",2.03167736055997
"PA","2020",1.18429487236795
"PA","2022",2.65103076838638
"PA","2024",2.05084492867019
"PA","2026",2.12638309403921
"PA","2028",2.24848594760534
"PA","2030",2.4856207335495
"PA","2032",2.38071092942591
"PA","2034",2.42200095778261
"PA","2036",2.43946644886071
"PA","2038",2.40762824628072
"PA","2040",2.43731789118988
"PA","2042",2.38675675875419
"PA","2044",2.37706481642182
"PA","2046",2.4025106516737
"PA","2048",2.43676248219417
"PA","2050",2.40803512261608
"MTN","2010",4.36767727107225
"MTN","2012",2.23425695786742
"MTN","2014",3.6286996417017
"MTN","2016",1.47151734119181
"MTN","2018",1.98475439430304
"MTN","2020",1.17340392835123
"MTN","2022",2.46304972525301
"MTN","2024",1.84416488143533
"MTN","2026",1.93828103929838
"MTN","2028",2.07556199419996
"MTN","2030",2.3349542230248
"MTN","2032",2.22733487417825
"MTN","2034",2.28742143578823
"MTN","2036",2.3232715483407
"MTN","2038",2.28318535622097
"MTN","2040",2.28978748250631
"MTN","2042",2.26452980655151
"MTN","2044",2.27219552408595
"MTN","2046",2.28770586858684
"MTN","2048",2.30630134125533
"MTN","2050",2.30238509165778
