dimension_1,dimension_2,dimension_3,Value
model_name,parent_class_id,parent_id,218.974999999999
model_name,parent_class_id,parent_id,219.499999999999
model_name,parent_class_id,parent_id,359.159999999999
model_name,parent_class_id,parent_id,345.957999999999
model_name,parent_class_id,parent_id,350.836999999999
model_name,parent_class_id,parent_id,344.973999999999
model_name,parent_class_id,parent_id,332.550999999999
model_name,parent_class_id,parent_id,336.697533780239
model_name,parent_class_id,parent_id,330.144853624169
model_name,parent_class_id,parent_id,337.716999999999
model_name,parent_class_id,parent_id,335.297999999999
model_name,parent_class_id,parent_id,334.805999999999
model_name,parent_class_id,parent_id,335.994999999999
model_name,parent_class_id,parent_id,345.793999999999
model_name,parent_class_id,parent_id,344.800526356359
model_name,parent_class_id,parent_id,346.203999999999
model_name,parent_class_id,parent_id,348.294999999999
model_name,parent_class_id,parent_id,347.761999999999
model_name,parent_class_id,parent_id,353.132999999999
model_name,parent_class_id,parent_id,352.066999999999
model_name,parent_class_id,parent_id,349.975999999999
model_name,parent_class_id,parent_id,350.992190483629
model_name,parent_class_id,parent_id,351.303156981799
model_name,parent_class_id,parent_id,354.116999999999
model_name,parent_class_id,parent_id,351.984999999999
model_name,parent_class_id,parent_id,351.779999999999
model_name,parent_class_id,parent_id,352.136492204529
model_name,parent_class_id,parent_id,353.132999999999
model_name,parent_class_id,parent_id,353.009999999999
model_name,parent_class_id,parent_id,353.132999999999
model_name,parent_class_id,parent_id,359.118999999999
model_name,parent_class_id,parent_id,359.979999999999
model_name,parent_class_id,parent_id,78.8399999999998
model_name,parent_class_id,parent_id,76.0229999999998
model_name,parent_class_id,parent_id,77.0129999999998
model_name,parent_class_id,parent_id,75.7259999999998
model_name,parent_class_id,parent_id,72.9989999999998
model_name,parent_class_id,parent_id,75.1675905621798
model_name,parent_class_id,parent_id,74.8169999999998
model_name,parent_class_id,parent_id,74.1419999999998
model_name,parent_class_id,parent_id,74.9343143185098
model_name,parent_class_id,parent_id,73.4939999999998
model_name,parent_class_id,parent_id,73.8100103602498
model_name,parent_class_id,parent_id,75.9059999999998
model_name,parent_class_id,parent_id,77.1119999999998
model_name,parent_class_id,parent_id,76.6924795569998
model_name,parent_class_id,parent_id,76.4549999999998
model_name,parent_class_id,parent_id,76.3379999999998
model_name,parent_class_id,parent_id,77.5169999999998
model_name,parent_class_id,parent_id,77.2829999999998
model_name,parent_class_id,parent_id,76.8509999999998
model_name,parent_class_id,parent_id,77.1389999999998
model_name,parent_class_id,parent_id,77.1209999999998
model_name,parent_class_id,parent_id,77.7329999999998
model_name,parent_class_id,parent_id,77.2649999999998
model_name,parent_class_id,parent_id,77.2255787758798
model_name,parent_class_id,parent_id,77.4629999999998
model_name,parent_class_id,parent_id,77.6249999999998
model_name,parent_class_id,parent_id,77.4899999999998
model_name,parent_class_id,parent_id,77.5169999999998
model_name,parent_class_id,parent_id,78.8309999999998
model_name,parent_class_id,parent_id,79.0199999999998
model_name,parent_class_id,parent_id,560.639999999999
model_name,parent_class_id,parent_id,549.244917239119
model_name,parent_class_id,parent_id,549.137323483299
model_name,parent_class_id,parent_id,547.603910205039
model_name,parent_class_id,parent_id,524.23255072591
model_name,parent_class_id,parent_id,535.09605054338
model_name,parent_class_id,parent_id,537.983999999999
model_name,parent_class_id,parent_id,538.08754247527
model_name,parent_class_id,parent_id,541.04716951937
model_name,parent_class_id,parent_id,530.72339949713
model_name,parent_class_id,parent_id,535.168
model_name,parent_class_id,parent_id,543.425707640319
model_name,parent_class_id,parent_id,548.351999999999
model_name,parent_class_id,parent_id,548.863999999999
model_name,parent_class_id,parent_id,547.775999999999
model_name,parent_class_id,parent_id,546.107123611019
model_name,parent_class_id,parent_id,551.231999999999
model_name,parent_class_id,parent_id,549.567999999999
model_name,parent_class_id,parent_id,549.608478742539
model_name,parent_class_id,parent_id,550.641831771739
model_name,parent_class_id,parent_id,548.415999999999
model_name,parent_class_id,parent_id,552.767999999999
model_name,parent_class_id,parent_id,550.815926680099
model_name,parent_class_id,parent_id,550.335999999999
model_name,parent_class_id,parent_id,551.167999999999
model_name,parent_class_id,parent_id,552.277777252069
model_name,parent_class_id,parent_id,551.039999999999
model_name,parent_class_id,parent_id,551.334917375799
model_name,parent_class_id,parent_id,0.0
model_name,parent_class_id,parent_id,0.0
model_name,parent_class_id,parent_id,192.72
model_name,parent_class_id,parent_id,185.449700762199
model_name,parent_class_id,parent_id,186.229999999999
model_name,parent_class_id,parent_id,185.107999999999
model_name,parent_class_id,parent_id,175.538
model_name,parent_class_id,parent_id,178.437975785089
model_name,parent_class_id,parent_id,175.824
model_name,parent_class_id,parent_id,180.524524548539
model_name,parent_class_id,parent_id,179.915999999999
model_name,parent_class_id,parent_id,179.651999999999
model_name,parent_class_id,parent_id,180.29
model_name,parent_class_id,parent_id,185.525999999999
model_name,parent_class_id,parent_id,180.550449319949
model_name,parent_class_id,parent_id,182.975603888909
model_name,parent_class_id,parent_id,186.498386131119
model_name,parent_class_id,parent_id,184.86010699956
model_name,parent_class_id,parent_id,189.106384740699
model_name,parent_class_id,parent_id,188.913999999999
model_name,parent_class_id,parent_id,187.791999999999
model_name,parent_class_id,parent_id,188.077999999999
model_name,parent_class_id,parent_id,188.275999999999
model_name,parent_class_id,parent_id,190.014
model_name,parent_class_id,parent_id,188.869999999999
model_name,parent_class_id,parent_id,188.759999999999
model_name,parent_class_id,parent_id,188.363999999999
model_name,parent_class_id,parent_id,186.207999999999
model_name,parent_class_id,parent_id,189.42
model_name,parent_class_id,parent_id,189.486
model_name,parent_class_id,parent_id,192.698
model_name,parent_class_id,parent_id,193.16
model_name,parent_class_id,parent_id,131.4
model_name,parent_class_id,parent_id,128.55
model_name,parent_class_id,parent_id,128.43054796421
model_name,parent_class_id,parent_id,126.21
model_name,parent_class_id,parent_id,121.665
model_name,parent_class_id,parent_id,125.34
model_name,parent_class_id,parent_id,125.025
model_name,parent_class_id,parent_id,124.94896534264
model_name,parent_class_id,parent_id,126.45
model_name,parent_class_id,parent_id,122.505
model_name,parent_class_id,parent_id,125.415
model_name,parent_class_id,parent_id,126.51
model_name,parent_class_id,parent_id,128.52
model_name,parent_class_id,parent_id,128.16
model_name,parent_class_id,parent_id,127.58379842077
model_name,parent_class_id,parent_id,127.23
model_name,parent_class_id,parent_id,129.195
model_name,parent_class_id,parent_id,128.805
model_name,parent_class_id,parent_id,128.085
model_name,parent_class_id,parent_id,128.715
model_name,parent_class_id,parent_id,128.535
model_name,parent_class_id,parent_id,129.555
model_name,parent_class_id,parent_id,128.985
model_name,parent_class_id,parent_id,128.97
model_name,parent_class_id,parent_id,129.105
model_name,parent_class_id,parent_id,129.375
model_name,parent_class_id,parent_id,129.15
model_name,parent_class_id,parent_id,129.20914802164
model_name,parent_class_id,parent_id,0.0
model_name,parent_class_id,parent_id,0.0
model_name,parent_class_id,parent_id,201.48
model_name,parent_class_id,parent_id,194.37223871567
model_name,parent_class_id,parent_id,196.811
model_name,parent_class_id,parent_id,193.522
model_name,parent_class_id,parent_id,186.553
model_name,parent_class_id,parent_id,192.188
model_name,parent_class_id,parent_id,191.199
model_name,parent_class_id,parent_id,190.92427514375
model_name,parent_class_id,parent_id,192.78712917868
model_name,parent_class_id,parent_id,187.83733809044
model_name,parent_class_id,parent_id,191.33678539879
model_name,parent_class_id,parent_id,193.982
model_name,parent_class_id,parent_id,197.064
model_name,parent_class_id,parent_id,196.512
model_name,parent_class_id,parent_id,195.43691442875
model_name,parent_class_id,parent_id,195.086
model_name,parent_class_id,parent_id,198.099
model_name,parent_class_id,parent_id,197.501
