Dim1,year,month,day,hour,Generation
Batteries,2023,1,5,20,0.0
Batteries,2023,1,5,22,0.0
Batteries,2023,1,6,0,0.0
Batteries,2023,1,6,2,0.0
Batteries,2023,1,6,4,0.0
Batteries,2023,1,6,6,0.0
Batteries,2023,1,6,8,0.0
Batteries,2023,1,6,10,0.0
Batteries,2023,1,6,12,0.0
Batteries,2023,1,6,14,0.0
Batteries,2023,1,6,16,0.0
Batteries,2023,1,6,18,0.0
Batteries,2023,1,6,20,0.0
Batteries,2023,1,6,22,0.0
Batteries,2023,1,7,0,0.0
Batteries,2023,1,7,2,0.0
Batteries,2023,1,7,4,0.0
Batteries,2023,1,7,6,0.0
Batteries,2023,1,7,8,0.0
Batteries,2023,1,7,10,0.0
Batteries,2023,1,7,12,0.0
Batteries,2023,1,7,14,0.0
Batteries,2023,1,7,16,0.0
Batteries,2023,1,7,18,0.0
Batteries,2023,1,7,20,0.0
Batteries,2023,1,7,22,0.0
Batteries,2023,1,8,0,0.0
Batteries,2023,1,8,2,0.0
Batteries,2023,1,8,4,0.0
Batteries,2023,1,8,6,0.0
Batteries,2023,1,8,8,0.0
Batteries,2023,1,8,10,0.0
Batteries,2023,1,8,12,0.0
Batteries,2023,1,8,14,0.0
Batteries,2023,1,8,16,0.0
Batteries,2023,1,8,18,0.0
Batteries,2023,1,8,20,0.0
Batteries,2023,1,8,22,0.0
Batteries,2023,1,9,0,0.0
Batteries,2023,1,9,2,0.0
Batteries,2023,1,9,4,0.0
Batteries,2023,1,9,6,0.0
Batteries,2023,1,9,8,0.0
Batteries,2023,1,9,10,0.0
Batteries,2023,1,9,12,0.0
Batteries,2023,1,9,14,0.0
Batteries,2023,1,9,16,0.0
Batteries,2023,1,9,18,0.0
Batteries,2023,1,9,20,0.0
Batteries,2023,1,9,22,0.0
Batteries,2023,1,10,0,0.0
Batteries,2023,1,10,2,0.0
Batteries,2023,1,10,4,0.0
Batteries,2023,1,10,6,0.0
Batteries,2023,1,10,8,0.0
Batteries,2023,1,10,10,0.0
Batteries,2023,1,10,12,0.0
Batteries,2023,1,10,14,0.0
Batteries,2023,1,10,16,0.0
Batteries,2023,1,10,18,0.0
Batteries,2023,1,10,20,0.0
Batteries,2023,1,10,22,0.0
Batteries,2023,1,11,0,0.0
Batteries,2023,1,11,2,0.0
Batteries,2023,1,11,4,0.0
Batteries,2023,1,11,6,0.0
Batteries,2023,1,11,8,0.0
Batteries,2023,1,11,10,0.0
Batteries,2023,1,11,12,0.0
Batteries,2023,1,11,14,0.0
Batteries,2023,1,11,16,0.0
Batteries,2023,1,11,18,0.0
Batteries,2023,1,11,20,0.0
Batteries,2023,1,11,22,0.0
Batteries,2023,1,12,0,0.0
Batteries,2023,1,12,2,0.0
Batteries,2023,1,12,4,0.0
Batteries,2023,1,12,6,0.0
Batteries,2023,1,12,8,0.0
Batteries,2023,1,12,10,0.0
Batteries,2023,1,12,12,0.0
Batteries,2023,1,12,14,0.0
Batteries,2023,1,12,16,0.0
Batteries,2023,1,12,18,0.0
Batteries,2023,1,12,20,0.0
Batteries,2023,1,12,22,0.0
Batteries,2023,1,13,0,0.0
Batteries,2023,1,13,2,0.0
Batteries,2023,1,13,4,0.0
Batteries,2023,1,13,6,0.0
Batteries,2023,1,13,8,0.0
Batteries,2023,1,13,10,0.0
Batteries,2023,1,13,12,0.0
Batteries,2023,1,13,14,0.0
Batteries,2023,1,13,16,0.0
Batteries,2023,1,13,18,0.0
Batteries,2023,1,13,20,0.0
Batteries,2023,1,13,22,0.0
Batteries,2023,1,14,0,0.0
Batteries,2023,1,14,2,0.0
Batteries,2023,1,14,4,0.0
Batteries,2023,1,14,6,0.0
Batteries,2023,1,14,8,0.0
Batteries,2023,1,14,10,0.0
Batteries,2023,1,14,12,0.0
Batteries,2023,1,14,14,0.0
Batteries,2023,1,14,16,0.0
Batteries,2023,1,14,18,0.0
Batteries,2023,1,14,20,0.0
Batteries,2023,1,14,22,0.0
Batteries,2023,1,15,0,0.0
Batteries,2023,1,15,2,0.0
Batteries,2023,1,15,4,0.0
Batteries,2023,1,15,6,0.0
Batteries,2023,1,15,8,0.0
Batteries,2023,1,15,10,0.0
Batteries,2023,1,15,12,0.0
Batteries,2023,1,15,14,0.0
Batteries,2023,1,15,16,0.0
Batteries,2023,1,15,18,0.0
Batteries,2023,1,15,20,0.0
Batteries,2023,1,15,22,0.0
Batteries,2023,1,16,0,0.0
Batteries,2023,1,16,2,0.0
Batteries,2023,1,16,4,0.0
Batteries,2023,1,16,6,0.0
Batteries,2023,1,16,8,0.0
Batteries,2023,1,16,10,0.0
Batteries,2023,1,16,12,0.0
Batteries,2023,1,16,14,0.0
Batteries,2023,1,16,16,0.0
Batteries,2023,1,16,18,0.0
Batteries,2023,1,16,20,0.0
Batteries,2023,1,16,22,0.0
Batteries,2023,1,17,0,0.0
Batteries,2023,1,17,2,0.0
Batteries,2023,1,17,4,0.0
Batteries,2023,1,17,6,0.0
Batteries,2023,1,17,8,0.0
Batteries,2023,1,17,10,0.0
Batteries,2023,1,17,12,0.0
Batteries,2023,1,17,14,0.0
Batteries,2023,1,17,16,0.0
Batteries,2023,1,17,18,0.0
Batteries,2023,1,17,20,0.0
Batteries,2023,1,17,22,0.0
Batteries,2023,1,18,0,0.0
Batteries,2023,1,18,2,0.0
Batteries,2023,1,18,4,0.0
Batteries,2023,1,18,6,0.0
Batteries,2023,1,18,8,0.0
Batteries,2023,1,18,10,0.0
Batteries,2023,1,18,12,0.0
Batteries,2023,1,18,14,0.0
Batteries,2023,1,18,16,0.0
Batteries,2023,1,18,18,0.0
Batteries,2023,1,18,20,0.0
Batteries,2023,1,18,22,0.0
Batteries,2023,1,19,0,0.0
Batteries,2023,1,19,2,0.0
Batteries,2023,1,19,4,0.0
Batteries,2023,1,19,6,0.0
Batteries,2023,1,19,8,0.0
Batteries,2023,1,19,10,0.0
Batteries,2023,1,19,12,0.0
Batteries,2023,1,19,14,0.0
Batteries,2023,1,19,16,0.0
Batteries,2023,1,19,18,0.0
Batteries,2023,1,19,20,0.0
Batteries,2023,1,19,22,0.0
Batteries,2023,1,20,0,0.0
Batteries,2023,1,20,2,0.0
Batteries,2023,1,20,4,0.0
Batteries,2023,1,20,6,0.0
Batteries,2023,1,20,8,0.0
Batteries,2023,1,20,10,0.0
Batteries,2023,1,20,12,0.0
Batteries,2023,1,20,14,0.0
Batteries,2023,1,20,16,0.0
Batteries,2023,1,20,18,0.0
Batteries,2023,1,20,20,0.0
Batteries,2023,1,20,22,0.0
Batteries,2023,1,21,0,0.0
Batteries,2023,1,21,2,0.0
Batteries,2023,1,21,4,0.0
Batteries,2023,1,21,6,0.0
Batteries,2023,1,21,8,0.0
Batteries,2023,1,21,10,0.0
Batteries,2023,1,21,12,0.0
Batteries,2023,1,21,14,0.0
Batteries,2023,1,21,16,0.0
Batteries,2023,1,21,18,0.0
Batteries,2023,1,21,20,0.0
Batteries,2023,1,21,22,0.0
Batteries,2023,1,22,0,0.0
Batteries,2023,1,22,2,0.0
Batteries,2023,1,22,4,0.0
Batteries,2023,1,22,6,0.0
Batteries,2023,1,22,8,0.0
Batteries,2023,1,22,10,0.0
Batteries,2023,1,22,12,0.0
Batteries,2023,1,22,14,0.0
Batteries,2023,1,22,16,0.0
Batteries,2023,1,22,18,0.0
Batteries,2023,1,22,20,0.0
Batteries,2023,1,22,22,0.0
Batteries,2023,1,23,0,0.0
Batteries,2023,1,23,2,0.0
Batteries,2023,1,23,4,0.0
Batteries,2023,1,23,6,0.0
Batteries,2023,1,23,8,0.0
Batteries,2023,1,23,10,0.0
Batteries,2023,1,23,12,0.0
Batteries,2023,1,23,14,0.0
Batteries,2023,1,23,16,0.0
Batteries,2023,1,23,18,0.0
Batteries,2023,1,23,20,0.0
Batteries,2023,1,23,22,0.0
Batteries,2023,1,24,0,0.0
Batteries,2023,1,24,2,0.0
Batteries,2023,1,24,4,0.0
Batteries,2023,1,24,6,0.0
Batteries,2023,1,24,8,0.0
Batteries,2023,1,24,10,0.0
Batteries,2023,1,24,12,0.0
Batteries,2023,1,24,14,0.0
Batteries,2023,1,24,16,0.0
Batteries,2023,1,24,18,0.0
Batteries,2023,1,24,20,0.0
Batteries,2023,1,24,22,0.0
Batteries,2023,1,25,0,0.0
Batteries,2023,1,25,2,0.0
Batteries,2023,1,25,4,0.0
Batteries,2023,1,25,6,0.0
Batteries,2023,1,25,8,0.0
Batteries,2023,1,25,10,0.0
Batteries,2023,1,25,12,0.0
Batteries,2023,1,25,14,0.0
Batteries,2023,1,25,16,0.0
Batteries,2023,1,25,18,0.0
Batteries,2023,1,25,20,0.0
Batteries,2023,1,25,22,0.0
Batteries,2023,1,26,0,0.0
Batteries,2023,1,26,2,0.0
Batteries,2023,1,26,4,0.0
Batteries,2023,1,26,6,0.0
Batteries,2023,1,26,8,0.0
Batteries,2023,1,26,10,0.0
Batteries,2023,1,26,12,0.0
Batteries,2023,1,26,14,0.0
Batteries,2023,1,26,16,0.0
Batteries,2023,1,26,18,0.0
Batteries,2023,1,26,20,0.0
Batteries,2023,1,26,22,0.0
Batteries,2023,1,27,0,0.0
Batteries,2023,1,27,2,0.0
Batteries,2023,1,27,4,0.0
Batteries,2023,1,27,6,0.0
Batteries,2023,1,27,8,0.0
Batteries,2023,1,27,10,0.0
Batteries,2023,1,27,12,0.0
Batteries,2023,1,27,14,0.0
Batteries,2023,1,27,16,0.0
Batteries,2023,1,27,18,0.0
Batteries,2023,1,27,20,0.0
Batteries,2023,1,27,22,0.0
Batteries,2023,1,28,0,0.0
Batteries,2023,1,28,2,0.0
Batteries,2023,1,28,4,0.0
Batteries,2023,1,28,6,0.0
Batteries,2023,1,28,8,0.0
Batteries,2023,1,28,10,0.0
Batteries,2023,1,28,12,0.0
Batteries,2023,1,28,14,0.0
Batteries,2023,1,28,16,0.0
Batteries,2023,1,28,18,0.0
Batteries,2023,1,28,20,0.0
Batteries,2023,1,28,22,0.0
Batteries,2023,1,29,0,0.0
Batteries,2023,1,29,2,0.0
Batteries,2023,1,29,4,0.0
Batteries,2023,1,29,6,0.0
Batteries,2023,1,29,8,0.0
Batteries,2023,1,29,10,0.0
Batteries,2023,1,29,12,0.0
Batteries,2023,1,29,14,0.0
Batteries,2023,1,29,16,0.0
Batteries,2023,1,29,18,0.0
Batteries,2023,1,29,20,0.0
Batteries,2023,1,29,22,0.0
Batteries,2023,1,30,0,0.0
Batteries,2023,1,30,2,0.0
Batteries,2023,1,30,4,0.0
Batteries,2023,1,30,6,0.0
Batteries,2023,1,30,8,0.0
Batteries,2023,1,30,10,0.0
Batteries,2023,1,30,12,0.0
Batteries,2023,1,30,14,0.0
Batteries,2023,1,30,16,0.0
Batteries,2023,1,30,18,0.0
Batteries,2023,1,30,20,0.0
Batteries,2023,1,30,22,0.0
Batteries,2023,1,31,0,0.0
Batteries,2023,1,31,2,0.0
Batteries,2023,1,31,4,0.0
Batteries,2023,1,31,6,0.0
Batteries,2023,1,31,8,0.0
Batteries,2023,1,31,10,0.0
Batteries,2023,1,31,12,0.0
Batteries,2023,1,31,14,0.0
Batteries,2023,1,31,16,0.0
Batteries,2023,1,31,18,0.0
Batteries,2023,1,31,20,0.0
Batteries,2023,1,31,22,0.0
Batteries,2023,2,1,0,0.0
Batteries,2023,2,1,2,0.0
Batteries,2023,2,1,4,0.0
Batteries,2023,2,1,6,0.0
Batteries,2023,2,1,8,0.0
Batteries,2023,2,1,10,0.0
Batteries,2023,2,1,12,0.0
Batteries,2023,2,1,14,0.0
Batteries,2023,2,1,16,0.0
Batteries,2023,2,1,18,0.0
Batteries,2023,2,1,20,0.0
Batteries,2023,2,1,22,0.0
Batteries,2023,2,2,0,0.0
Batteries,2023,2,2,2,0.0
Batteries,2023,2,2,4,0.0
Batteries,2023,2,2,6,0.0
Batteries,2023,2,2,8,0.0
Batteries,2023,2,2,10,0.0
Batteries,2023,2,2,12,0.0
Batteries,2023,2,2,14,0.0
Batteries,2023,2,2,16,0.0
Batteries,2023,2,2,18,0.0
Batteries,2023,2,2,20,0.0
Batteries,2023,2,2,22,0.0
Batteries,2023,2,3,0,0.0
Batteries,2023,2,3,2,0.0
Batteries,2023,2,3,4,0.0
Batteries,2023,2,3,6,0.0
Batteries,2023,2,3,8,0.0
Batteries,2023,2,3,10,0.0
Batteries,2023,2,3,12,0.0
Batteries,2023,2,3,14,0.0
Batteries,2023,2,3,16,0.0
Batteries,2023,2,3,18,0.0
Batteries,2023,2,3,20,0.0
Batteries,2023,2,3,22,0.0
Batteries,2023,2,4,0,0.0
Batteries,2023,2,4,2,0.0
Batteries,2023,2,4,4,0.0
Batteries,2023,2,4,6,0.0
Batteries,2023,2,4,8,0.0
Batteries,2023,2,4,10,0.0
Batteries,2023,2,4,12,0.0
Batteries,2023,2,4,14,0.0
Batteries,2023,2,4,16,0.0
Batteries,2023,2,4,18,0.0
Batteries,2023,2,4,20,0.0
Batteries,2023,2,4,22,0.0
Batteries,2023,2,5,0,0.0
Batteries,2023,2,5,2,0.0
Batteries,2023,2,5,4,0.0
Batteries,2023,2,5,6,0.0
Batteries,2023,2,5,8,0.0
Batteries,2023,2,5,10,0.0
Batteries,2023,2,5,12,0.0
Batteries,2023,2,5,14,0.0
Batteries,2023,2,5,16,0.0
Batteries,2023,2,5,18,0.0
Batteries,2023,2,5,20,0.0
Batteries,2023,2,5,22,0.0
Batteries,2023,2,6,0,0.0
Batteries,2023,2,6,2,0.0
Batteries,2023,2,6,4,0.0
Batteries,2023,2,6,6,0.0
Batteries,2023,2,6,8,0.0
Batteries,2023,2,6,10,0.0
Batteries,2023,2,6,12,0.0
Batteries,2023,2,6,14,0.0
Batteries,2023,2,6,16,0.0
Batteries,2023,2,6,18,0.0
Batteries,2023,2,6,20,0.0
Batteries,2023,2,6,22,0.0
Batteries,2023,2,7,0,0.0
Batteries,2023,2,7,2,0.0
Batteries,2023,2,7,4,0.0
Batteries,2023,2,7,6,0.0
Batteries,2023,2,7,8,0.0
Batteries,2023,2,7,10,0.0
Batteries,2023,2,7,12,0.0
Batteries,2023,2,7,14,0.0
Batteries,2023,2,7,16,0.0
Batteries,2023,2,7,18,0.0
Batteries,2023,2,7,20,0.0
Batteries,2023,2,7,22,0.0
Batteries,2023,2,8,0,0.0
Batteries,2023,2,8,2,0.0
Batteries,2023,2,8,4,0.0
Batteries,2023,2,8,6,0.0
Batteries,2023,2,8,8,0.0
Batteries,2023,2,8,10,0.0
Batteries,2023,2,8,12,0.0
Batteries,2023,2,8,14,0.0
Batteries,2023,2,8,16,0.0
Batteries,2023,2,8,18,0.0
Batteries,2023,2,8,20,0.0
Batteries,2023,2,8,22,0.0
Batteries,2023,2,9,0,0.0
Batteries,2023,2,9,2,0.0
Batteries,2023,2,9,4,0.0
Batteries,2023,2,9,6,0.0
Batteries,2023,2,9,8,0.0
Batteries,2023,2,9,10,0.0
Batteries,2023,2,9,12,0.0
Batteries,2023,2,9,14,0.0
Batteries,2023,2,9,16,0.0
Batteries,2023,2,9,18,0.0
Batteries,2023,2,9,20,0.0
Batteries,2023,2,9,22,0.0
Batteries,2023,2,10,0,0.0
Batteries,2023,2,10,2,0.0
Batteries,2023,2,10,4,0.0
Batteries,2023,2,10,6,0.0
Batteries,2023,2,10,8,0.0
Batteries,2023,2,10,10,0.0
Batteries,2023,2,10,12,0.0
Batteries,2023,2,10,14,0.0
Batteries,2023,2,10,16,0.0
Batteries,2023,2,10,18,0.0
Batteries,2023,2,10,20,0.0
Batteries,2023,2,10,22,0.0
Batteries,2023,2,11,0,0.0
Batteries,2023,2,11,2,0.0
Batteries,2023,2,11,4,0.0
Batteries,2023,2,11,6,0.0
Batteries,2023,2,11,8,0.0
Batteries,2023,2,11,10,0.0
Batteries,2023,2,11,12,0.0
Batteries,2023,2,11,14,0.0
Batteries,2023,2,11,16,0.0
Batteries,2023,2,11,18,0.0
Batteries,2023,2,11,20,0.0
Batteries,2023,2,11,22,0.0
Batteries,2023,2,12,0,0.0
Batteries,2023,2,12,2,0.0
Batteries,2023,2,12,4,0.0
Batteries,2023,2,12,6,0.0
Batteries,2023,2,12,8,0.0
Batteries,2023,2,12,10,0.0
Batteries,2023,2,12,12,0.0
Batteries,2023,2,12,14,0.0
Batteries,2023,2,12,16,0.0
Batteries,2023,2,12,18,0.0
Batteries,2023,2,12,20,0.0
Batteries,2023,2,12,22,0.0
Batteries,2023,2,13,0,0.0
Batteries,2023,2,13,2,0.0
Batteries,2023,2,13,4,0.0
Batteries,2023,2,13,6,0.0
Batteries,2023,2,13,8,0.0
Batteries,2023,2,13,10,0.0
Batteries,2023,2,13,12,0.0
Batteries,2023,2,13,14,0.0
Batteries,2023,2,13,16,0.0
Batteries,2023,2,13,18,0.0
Batteries,2023,2,13,20,0.0
Batteries,2023,2,13,22,0.0
Batteries,2023,2,14,0,0.0
Batteries,2023,2,14,2,0.0
Batteries,2023,2,14,4,0.0
Batteries,2023,2,14,6,0.0
Batteries,2023,2,14,8,0.0
Batteries,2023,2,14,10,0.0
Batteries,2023,2,14,12,0.0
Batteries,2023,2,14,14,0.0
Batteries,2023,2,14,16,0.0
Batteries,2023,2,14,18,0.0
Batteries,2023,2,14,20,0.0
Batteries,2023,2,14,22,0.0
Batteries,2023,2,15,0,0.0
Batteries,2023,2,15,2,0.0
Batteries,2023,2,15,4,0.0
Batteries,2023,2,15,6,0.0
Batteries,2023,2,15,8,0.0
Batteries,2023,2,15,10,0.0
Batteries,2023,2,15,12,0.0
Batteries,2023,2,15,14,0.0
Batteries,2023,2,15,16,0.0
Batteries,2023,2,15,18,0.0
Batteries,2023,2,15,20,0.0
Batteries,2023,2,15,22,0.0
Batteries,2023,2,16,0,0.0
Batteries,2023,2,16,2,0.0
Batteries,2023,2,16,4,0.0
Batteries,2023,2,16,6,0.0
Batteries,2023,2,16,8,0.0
Batteries,2023,2,16,10,0.0
Batteries,2023,2,16,12,0.0
Batteries,2023,2,16,14,0.0
Batteries,2023,2,16,16,0.0
Batteries,2023,2,16,18,0.0
Batteries,2023,2,16,20,0.0
Batteries,2023,2,16,22,0.0
Batteries,2023,2,17,0,0.0
Batteries,2023,2,17,2,0.0
Batteries,2023,2,17,4,0.0
Batteries,2023,2,17,6,0.0
Batteries,2023,2,17,8,0.0
Batteries,2023,2,17,10,0.0
Batteries,2023,2,17,12,0.0
Batteries,2023,2,17,14,0.0
Batteries,2023,2,17,16,0.0
Batteries,2023,2,17,18,0.0
Batteries,2023,2,17,20,0.0
Batteries,2023,2,17,22,0.0
Batteries,2023,2,18,0,0.0
Batteries,2023,2,18,2,0.0
Batteries,2023,2,18,4,0.0
Batteries,2023,2,18,6,0.0
Batteries,2023,2,18,8,0.0
Batteries,2023,2,18,10,0.0
Batteries,2023,2,18,12,0.0
Batteries,2023,2,18,14,0.0
Batteries,2023,2,18,16,0.0
Batteries,2023,2,18,18,0.0
Batteries,2023,2,18,20,0.0
Batteries,2023,2,18,22,0.0
Batteries,2023,2,19,0,0.0
Batteries,2023,2,19,2,0.0
Batteries,2023,2,19,4,0.0
Batteries,2023,2,19,6,0.0
Batteries,2023,2,19,8,0.0
Batteries,2023,2,19,10,0.0
Batteries,2023,2,19,12,0.0
Batteries,2023,2,19,14,0.0
Batteries,2023,2,19,16,0.0
Batteries,2023,2,19,18,0.0
Batteries,2023,2,19,20,0.0
Batteries,2023,2,19,22,0.0
Batteries,2023,2,20,0,0.0
Batteries,2023,2,20,2,0.0
Batteries,2023,2,20,4,0.0
Batteries,2023,2,20,6,0.0
Batteries,2023,2,20,8,0.0
Batteries,2023,2,20,10,0.0
Batteries,2023,2,20,12,0.0
Batteries,2023,2,20,14,0.0
Batteries,2023,2,20,16,0.0
Batteries,2023,2,20,18,0.0
Batteries,2023,2,20,20,0.0
Batteries,2023,2,20,22,0.0
Batteries,2023,2,21,0,0.0
Batteries,2023,2,21,2,0.0
Batteries,2023,2,21,4,0.0
Batteries,2023,2,21,6,0.0
Batteries,2023,2,21,8,0.0
Batteries,2023,2,21,10,0.0
Batteries,2023,2,21,12,0.0
Batteries,2023,2,21,14,0.0
Batteries,2023,2,21,16,0.0
Batteries,2023,2,21,18,0.0
Batteries,2023,2,21,20,0.0
Batteries,2023,2,21,22,0.0
Batteries,2023,2,22,0,0.0
Batteries,2023,2,22,2,0.0
Batteries,2023,2,22,4,0.0
Batteries,2023,2,22,6,0.0
Batteries,2023,2,22,8,0.0
Batteries,2023,2,22,10,0.0
Batteries,2023,2,22,12,0.0
Batteries,2023,2,22,14,0.0
Batteries,2023,2,22,16,0.0
Batteries,2023,2,22,18,0.0
Batteries,2023,2,22,20,0.0
Batteries,2023,2,22,22,0.0
Batteries,2023,2,23,0,0.0
Batteries,2023,2,23,2,0.0
Batteries,2023,2,23,4,0.0
Batteries,2023,2,23,6,0.0
Batteries,2023,2,23,8,0.0
Batteries,2023,2,23,10,0.0
Batteries,2023,2,23,12,0.0
Batteries,2023,2,23,14,0.0
Batteries,2023,2,23,16,0.0
Batteries,2023,2,23,18,0.0
Batteries,2023,2,23,20,0.0
Batteries,2023,2,23,22,0.0
Batteries,2023,2,24,0,0.0
Batteries,2023,2,24,2,0.0
Batteries,2023,2,24,4,0.0
Batteries,2023,2,24,6,0.0
Batteries,2023,2,24,8,0.0
Batteries,2023,2,24,10,0.0
Batteries,2023,2,24,12,0.0
Batteries,2023,2,24,14,0.0
Batteries,2023,2,24,16,0.0
Batteries,2023,2,24,18,0.0
Batteries,2023,2,24,20,0.0
Batteries,2023,2,24,22,0.0
Batteries,2023,2,25,0,0.0
Batteries,2023,2,25,2,0.0
Batteries,2023,2,25,4,0.0
Batteries,2023,2,25,6,0.0
Batteries,2023,2,25,8,0.0
Batteries,2023,2,25,10,0.0
Batteries,2023,2,25,12,0.0
Batteries,2023,2,25,14,0.0
Batteries,2023,2,25,16,0.0
Batteries,2023,2,25,18,0.0
Batteries,2023,2,25,20,0.0
Batteries,2023,2,25,22,0.0
Batteries,2023,2,26,0,0.0
Batteries,2023,2,26,2,0.0
Batteries,2023,2,26,4,0.0
Batteries,2023,2,26,6,0.0
Batteries,2023,2,26,8,0.0
Batteries,2023,2,26,10,0.0
Batteries,2023,2,26,12,0.0
Batteries,2023,2,26,14,0.0
Batteries,2023,2,26,16,0.0
Batteries,2023,2,26,18,0.0
Batteries,2023,2,26,20,0.0
Batteries,2023,2,26,22,0.0
Batteries,2023,2,27,0,0.0
Batteries,2023,2,27,2,0.0
Batteries,2023,2,27,4,0.0
Batteries,2023,2,27,6,0.0
Batteries,2023,2,27,8,0.0
Batteries,2023,2,27,10,0.0
Batteries,2023,2,27,12,0.0
Batteries,2023,2,27,14,0.0
Batteries,2023,2,27,16,0.0
Batteries,2023,2,27,18,0.0
Batteries,2023,2,27,20,0.0
Batteries,2023,2,27,22,0.0
Batteries,2023,2,28,0,0.0
Batteries,2023,2,28,2,0.0
Batteries,2023,2,28,4,0.0
Batteries,2023,2,28,6,0.0
Batteries,2023,2,28,8,0.0
Batteries,2023,2,28,10,0.0
Batteries,2023,2,28,12,0.0
Batteries,2023,2,28,14,0.0
Batteries,2023,2,28,16,0.0
Batteries,2023,2,28,18,0.0
Batteries,2023,2,28,20,0.0
Batteries,2023,2,28,22,0.0
Batteries,2023,3,1,0,0.0
Batteries,2023,3,1,2,0.0
Batteries,2023,3,1,4,0.0
Batteries,2023,3,1,6,0.0
Batteries,2023,3,1,8,0.0
Batteries,2023,3,1,10,0.0
Batteries,2023,3,1,12,0.0
Batteries,2023,3,1,14,0.0
Batteries,2023,3,1,16,0.0
Batteries,2023,3,1,18,0.0
Batteries,2023,3,1,20,0.0
Batteries,2023,3,1,22,0.0
Batteries,2023,3,2,0,0.0
Batteries,2023,3,2,2,0.0
Batteries,2023,3,2,4,0.0
Batteries,2023,3,2,6,0.0
Batteries,2023,3,2,8,0.0
Batteries,2023,3,2,10,0.0
Batteries,2023,3,2,12,0.0
Batteries,2023,3,2,14,0.0
Batteries,2023,3,2,16,0.0
Batteries,2023,3,2,18,0.0
Batteries,2023,3,2,20,0.0
Batteries,2023,3,2,22,0.0
Batteries,2023,3,3,0,0.0
Batteries,2023,3,3,2,0.0
Batteries,2023,3,3,4,0.0
Batteries,2023,3,3,6,0.0
Batteries,2023,3,3,8,0.0
Batteries,2023,3,3,10,0.0
Batteries,2023,3,3,12,0.0
Batteries,2023,3,3,14,0.0
Batteries,2023,3,3,16,0.0
Batteries,2023,3,3,18,0.0
Batteries,2023,3,3,20,0.0
Batteries,2023,3,3,22,0.0
Batteries,2023,3,4,0,0.0
Batteries,2023,3,4,2,0.0
Batteries,2023,3,4,4,0.0
Batteries,2023,3,4,6,0.0
Batteries,2023,3,4,8,0.0
Batteries,2023,3,4,10,0.0
Batteries,2023,3,4,12,0.0
Batteries,2023,3,4,14,0.0
Batteries,2023,3,4,16,0.0
Batteries,2023,3,4,18,0.0
Batteries,2023,3,4,20,0.0
Batteries,2023,3,4,22,0.0
Batteries,2023,3,5,0,0.0
Batteries,2023,3,5,2,0.0
Batteries,2023,3,5,4,0.0
Batteries,2023,3,5,6,0.0
Batteries,2023,3,5,8,0.0
Batteries,2023,3,5,10,0.0
Batteries,2023,3,5,12,0.0
Batteries,2023,3,5,14,0.0
Batteries,2023,3,5,16,0.0
Batteries,2023,3,5,18,0.0
Batteries,2023,3,5,20,0.0
Batteries,2023,3,5,22,0.0
Batteries,2023,3,6,0,0.0
Batteries,2023,3,6,2,0.0
Batteries,2023,3,6,4,0.0
Batteries,2023,3,6,6,0.0
Batteries,2023,3,6,8,0.0
Batteries,2023,3,6,10,0.0
Batteries,2023,3,6,12,0.0
